,Author,Title,Poem,Form
37,William Shakespeare,Sonnet Cxl,"Be wise as thou art cruel; do not press
     My tongue-tied patience with too much disdain;
     Lest sorrow lend me words and words express
     The manner of my pity-wanting pain.
     If I might teach thee wit, better it were,
     Though not to love, yet, love, to tell me so;
     As testy sick men, when their deaths be near,
     No news but health from their physicians know;
     For if I should despair, I should grow mad,
     And in my madness might speak ill of thee:
     Now this ill-wresting world is grown so bad,
     Mad slanderers by mad ears believed be,
     That I may not be so, nor thou belied,
     Bear thine eyes straight, though thy proud heart go wide.",Sonnet
38,Thomas Gray,Sonnet On The Death Of Mr Richard West,"In vain to me the smiling mornings shine,
And redd'ning Phoebus lifts his golden fire:
The birds in vain their amorous descant join;
Or cheerful fields resume their green attire:
These ears, alas! for other notes repine,
A different object do these eyes require:
My lonely anguish melts no heart but mine;
And in my breast the imperfect joys expire.
Yet morning smiles the busy race to cheer,
And new-born pleasure brings to happier men:
The fields to all their wonted tribute bear;
To warm their little loves the birds complain:
I fruitless mourn to him that cannot hear,
And weep the more, because I weep in vain.",Sonnet
39,John Donne,Holy Sonnet Vii: At The Round Earth's,"At the round earths imagin'd corners, blow 
Your trumpets, Angells, and arise, arise 
From death, you numberlesse infinities 
Of soules, and to your scattred bodies goe, 
All whom the flood did, and fire shall o'erthrow, 
All whom warre, dearth, sage, agues, tyrannies, 
Despaire, law chance, hath slaine, and you whose eyes, 
Shall behold God, and never tast deaths woe. 
But let them sleepe, Lord, and mee mourne a space, 
For, if above all these, my sinnes abound, 
'Tis late to aske abundance of thy grace, 
When wee are there; here on this lowly ground, 
Teach mee how to repent; for that's as good 
As if thou'hadst seal'd my pardon, with thy blood.",Sonnet
40,John Donne,Holy Sonnet Iii: O Might Those Sighes,"O might those sighes and teares returne againe 
Into my breast and eyes, which I have spent, 
That I might in this holy discontent 
Mourne with some fruit, as I have mourn'd in vaine; 
In mine Idolatry what showres of raine 
Mine eyes did waste? what griefs my heart did rent? 
That sufferance was my sinne; now I repent; 
'Cause I did sufffer I must suffer paine. 
Th'hydroptique drunkard, and night-scouting thiefe, 
The itchy Lecher, and selfe-tickling proud 
Have the remembrance of past joyes, for reliefe 
Of comming ills. To (poore) me is allow'd 
No ease; for, long, yet vehement griefe hath beene 
Th'effect and cause, the punishment and sinne.",Sonnet
41,John Donne,Holy Sonnet Xvi: Father,"Father, part of his double interest 
Unto thy kingdome, thy Sonne gives to mee, 
His joynture in the knottie Trinitie 
Hee keepes, and gives to me his deaths conquest. 
This Lambe, whose death, with life the world hath blest, 
Was from the worlds beginning slaine, and he 
Hath made two Wills, which with the Legacie 
Of his and thy kingdome, doe thy Sonnes invest. 
Yet such are thy laws, that men argue yet 
Whether a man those statutes can fulfill; 
None doth; but all-healing grace and spirit 
Revive againe what law and letter kill. 
Thy lawes abridgement, and thy last command 
Is all but love; Oh let this last Will stand!",Sonnet
42,William Shakespeare,Sonnet Cii,"My love is strengthen'd, though more weak in seeming;
     I love not less, though less the show appear:
     That love is merchandized whose rich esteeming
     The owner's tongue doth publish every where.
     Our love was new and then but in the spring
     When I was wont to greet it with my lays,
     As Philomel in summer's front doth sing
     And stops her pipe in growth of riper days:
     Not that the summer is less pleasant now
     Than when her mournful hymns did hush the night,
     But that wild music burthens every bough
     And sweets grown common lose their dear delight.
     Therefore like her I sometime hold my tongue,
     Because I would not dull you with my song.",Sonnet
43,William Shakespeare,Sonnet C,"Where art thou, Muse, that thou forget'st so long
     To speak of that which gives thee all thy might?
     Spend'st thou thy fury on some worthless song,
     Darkening thy power to lend base subjects light?
     Return, forgetful Muse, and straight redeem
     In gentle numbers time so idly spent;
     Sing to the ear that doth thy lays esteem
     And gives thy pen both skill and argument.
     Rise, resty Muse, my love's sweet face survey,
     If Time have any wrinkle graven there;
     If any, be a satire to decay,
     And make Time's spoils despised every where.
     Give my love fame faster than Time wastes life;
     So thou prevent'st his scythe and crooked knife.",Sonnet
44,Elizabeth Barrett Browning,Sonnet Xi: And Therefore If To Love,"And therefore if to love can be desert, 
I am not all unworthy. Cheeks as pale 
As these you see, and trembling knees that fail 
To bear the burden of a heavy heart,-- 
This weary minstrel-life that once was girt 
To climb Aornus, and can scarce avail 
To pipe now 'gainst the valley nightingale 
A melancholy music,--why advert 
To these things? O Belovèd, it is plain 
I am not of thy worth nor for thy place! 
And yet, because I love thee, I obtain 
From that same love this vindicating grace, 
To live on still in love, and yet in vain,-- 
To bless thee, yet renounce thee to thy face.",Sonnet
45,William Shakespeare,Sonnet Cliv,"The little Love-god lying once asleep
     Laid by his side his heart-inflaming brand,
     Whilst many nymphs that vow'd chaste life to keep
     Came tripping by; but in her maiden hand
     The fairest votary took up that fire
     Which many legions of true hearts had warm'd;
     And so the general of hot desire
     Was sleeping by a virgin hand disarm'd.
     This brand she quenched in a cool well by,
     Which from Love's fire took heat perpetual,
     Growing a bath and healthful remedy
     For men diseased; but I, my mistress' thrall,
     Came there for cure, and this by that I prove,
     Love's fire heats water, water cools not love.",Sonnet
46,John Donne,Holy Sonnet Xii: Why Are We,"Why are wee by all creatures waited on? 
Why doe the prodigall elements supply 
Life and food to mee, being more pure than I, 
Simple, and further from corruption? 
Why brook'st thou, ignorant horse, subjection? 
Why dost thou bull, and bore so seelily 
Dissemble weaknesse, and by one mans stroke die, 
Whose whole kinde, you might swallow and feed upon? 
Weaker I am, woe is mee, and worse than you, 
You have not sinn'd, nor need be timorous. 
But wonder at a greater wonder, for to us 
Created nature doth these things subdue, 
But their Creator, whom sin, nor nature tyed, 
For us, his Creatures, and his foes, hath dyed.",Sonnet
47,John Donne,Holy Sonnet Viii: If Faithfull Soules,"If faithfull soules be alike glorifi'd 
As Angels, then my fathers soul doth see, 
And adds this even to full felecitie, 
That valiantly I hels wide mouth o'stride: 
But if our mindes to these soules be descry'd 
By circumstances, and by signes that be 
Apparent in us, not immediately, 
How shall my mindes white truth by them be try'd? 
They see idolatrous lovers weepe and mourne, 
And vile blasphemous Conjurers to call 
On Jesus name, and Pharisaicall 
Dissemblers feigne devotion. Then turne 
O pensive soule, to God, for he knows best 
Thy true griefe, for he put it in my breast.",Sonnet
48,William Shakespeare,Sonnet Ci,"O truant Muse, what shall be thy amends
     For thy neglect of truth in beauty dyed?
     Both truth and beauty on my love depends;
     So dost thou too, and therein dignified.
     Make answer, Muse: wilt thou not haply say
     'Truth needs no colour, with his colour fix'd;
     Beauty no pencil, beauty's truth to lay;
     But best is best, if never intermix'd?'
     Because he needs no praise, wilt thou be dumb?
     Excuse not silence so; for't lies in thee
     To make him much outlive a gilded tomb,
     And to be praised of ages yet to be.
     Then do thy office, Muse; I teach thee how
     To make him seem long hence as he shows now.",Sonnet
49,Elizabeth Barrett Browning,Sonnet Xxxviii: First Time He Kissed Me,"First time he kissed me, he but only kissed 
The finger of this hand wherewith I write; 
And ever since, it grew more clean and white, 
Slow to world-greetings, quick with its ""Oh, list,"" 
When the angels speak. A ring of amethyst 
I could not wear here, plainer to my sight, 
Than that first kiss. The second passed in height 
The first, and sought the forehead, and half missed, 
Half falling on the hair. O beyond meed! 
That was the chrism of love, which love's own crown, 
With sanctifying sweetness, did precede. 
The third upon my lips was folded down 
In perfect, purple state; since when, indeed, 
I have been proud and said, ""My love, my own.""",Sonnet
50,John Milton,Sonnet To The Nightingale,"O nightingale that on yon blooming spray 
Warblest at eve, when all the woods are still, 
Thou with fresh hopes the Lover’s heart dost fill, 
While the jolly Hours lead on propitious May. 
Thy liquid notes that close the eye of Day,
First heard before the shallow cuckoo’s bill, 
Portend success in love. O if Jove’s will 
Have linked that amorous power to thy soft lay, 
Now timely sing, ere the rude bird of hate 
Foretell my hopeless doom, in some grove nigh;
As thou from year to year hast sung too late 
For my relief, yet had’st no reason why. 
Whether the Muse or Love call thee his mate, 
Both them I serve, and of their train am I.",Sonnet
51,John Donne,Holy Sonnet Xiii: What If This Present,"What if this present were the worlds last night? 
Marke in my heart, O Soule, where thou dost dwell, 
The picture of Christ crucified, and tell 
Whether that countenance can thee affright, 
Teares in his eyes quench the amazing light, 
Blood fills his frownes, which from his pierc'd head fell. 
And can that tongue adjudge thee unto hell, 
Which pray'd forgiveness for his foes fierce spight? 
No, no; but as in my idolatrie 
I said to all my profane mistresses, 
Beauty, of pitty, foulnesse onely is 
A sign of rigour: so I say to thee, 
To wicked spirits are horrid shapes assign'd, 
This beauteous forme assures a pitious minde.",Sonnet
52,William Shakespeare,Sonnet Cxlv,"Those lips that Love's own hand did make
     Breathed forth the sound that said 'I hate'
     To me that languish'd for her sake;
     But when she saw my woeful state,
     Straight in her heart did mercy come,
     Chiding that tongue that ever sweet
     Was used in giving gentle doom,
     And taught it thus anew to greet:
     'I hate' she alter'd with an end,
     That follow'd it as gentle day
     Doth follow night, who like a fiend
     From heaven to hell is flown away;
     'I hate' from hate away she threw,
     And saved my life, saying 'not you.'",Sonnet
53,Samuel Taylor Coleridge,Sonnet: To The River Otter,"Dear native Brook! wild Streamlet of the West!
How many various-fated years have past,
What happy and what mournful hours, since last
I skimm'd the smooth thin stone along thy breast,
Numbering its light leaps! yet so deep imprest
Sink the sweet scenes of childhood, that mine eyes
I never shut amid the sunny ray,
But straight with all their tints thy waters rise,
Thy crossing plank, thy marge with willows grey,
And bedded sand that vein'd with various dyes
Gleam'd through thy bright transparence! On my way,
Visions of Childhood! oft have ye beguil'd
Lone manhood's cares, yet waking fondest sighs:
Ah! that once more I were a careless Child!",Sonnet
54,John Keats,To Haydon With A Sonnet Written On Seein..,"Haydon! forgive me that I cannot speak
Definitively of these mighty things; 
Forgive me, that I have not eagle's wings,
That what I want I know not where to seek,
And think that I would not be over-meek,
In rolling out upfollowed thunderings,
Even to the steep of Heliconian springs,
Were I of ample strength for such a freak.
Think, too, that all these numbers should be thine; 
Whose else? In this who touch thy vesture's hem? 
For, when men stared at what was most divine
With brainless idiotism and o'erwise phlegm,
Thou hadst beheld the full Hesperian shine
Of their star in the east, and gone to worship them!",Sonnet
55,Elizabeth Barrett Browning,Sonnet Xiv,"If thou must love me, let it be for nought
Except for love's sake only. Do not say
'I love her for her smile--her look--her way
Of speaking gently,--for a trick of thought
That falls in well with mine, and certes brought
A sense of pleasant ease on such a day'--
For these things in themselves, Beloved, may
Be changed, or change for thee,--and love, so wrought,
May be unwrought so. Neither love me for
Thine own dear pity's wiping my cheeks dry,--
A creature might forget to weep, who bore
Thy comfort long, and lose thy love thereby !
But love me for love's sake, that evermore
Thou mayst love on, through love's eternity.",Sonnet
56,William Shakespeare,Sonnet Cxxi,"'Tis better to be vile than vile esteem'd,
     When not to be receives reproach of being,
     And the just pleasure lost which is so deem'd
     Not by our feeling but by others' seeing:
     For why should others false adulterate eyes
     Give salutation to my sportive blood?
     Or on my frailties why are frailer spies,
     Which in their wills count bad what I think good?
     No, I am that I am, and they that level
     At my abuses reckon up their own:
     I may be straight, though they themselves be bevel;
     By their rank thoughts my deeds must not be shown;
     Unless this general evil they maintain,
     All men are bad, and in their badness reign.",Sonnet
57,William Shakespeare,Sonnet Cxix,"What potions have I drunk of Siren tears,
     Distill'd from limbecks foul as hell within,
     Applying fears to hopes and hopes to fears,
     Still losing when I saw myself to win!
     What wretched errors hath my heart committed,
     Whilst it hath thought itself so blessed never!
     How have mine eyes out of their spheres been fitted
     In the distraction of this madding fever!
     O benefit of ill! now I find true
     That better is by evil still made better;
     And ruin'd love, when it is built anew,
     Grows fairer than at first, more strong, far greater.
     So I return rebuked to my content
     And gain by ill thrice more than I have spent.",Sonnet
58,William Shakespeare,Sonnet Cxlvi,"Poor soul, the centre of my sinful earth,
     [ ] these rebel powers that thee array;
     Why dost thou pine within and suffer dearth,
     Painting thy outward walls so costly gay?
     Why so large cost, having so short a lease,
     Dost thou upon thy fading mansion spend?
     Shall worms, inheritors of this excess,
     Eat up thy charge? is this thy body's end?
     Then soul, live thou upon thy servant's loss,
     And let that pine to aggravate thy store;
     Buy terms divine in selling hours of dross;
     Within be fed, without be rich no more:
     So shalt thou feed on Death, that feeds on men,
     And Death once dead, there's no more dying then.",Sonnet
59,William Shakespeare,Sonnet Cviii,"What's in the brain that ink may character
     Which hath not figured to thee my true spirit?
     What's new to speak, what new to register,
     That may express my love or thy dear merit?
     Nothing, sweet boy; but yet, like prayers divine,
     I must, each day say o'er the very same,
     Counting no old thing old, thou mine, I thine,
     Even as when first I hallow'd thy fair name.
     So that eternal love in love's fresh case
     Weighs not the dust and injury of age,
     Nor gives to necessary wrinkles place,
     But makes antiquity for aye his page,
     Finding the first conceit of love there bred
     Where time and outward form would show it dead.",Sonnet
60,William Shakespeare,Sonnet Cxv,"Those lines that I before have writ do lie,
     Even those that said I could not love you dearer:
     Yet then my judgment knew no reason why
     My most full flame should afterwards burn clearer.
     But reckoning time, whose million'd accidents
     Creep in 'twixt vows and change decrees of kings,
     Tan sacred beauty, blunt the sharp'st intents,
     Divert strong minds to the course of altering things;
     Alas, why, fearing of time's tyranny,
     Might I not then say 'Now I love you best,'
     When I was certain o'er incertainty,
     Crowning the present, doubting of the rest?
     Love is a babe; then might I not say so,
     To give full growth to that which still doth grow?",Sonnet
61,William Shakespeare,"Sonnet Cvii: Not Mine Own Fears, Nor The..","Not mine own fears, nor the prophetic soul
Of the wide world dreaming on things to come,
Can yet the lease of my true love control,
Suppos'd as forfeit to a confin'd doom.
The mortal moon hath her eclipse endur'd
And the sad augurs mock their own presage;
Incertainties now crown themselves assur'd
And peace proclaims olives of endless age.
Now with the drops of this most balmy time
My love looks fresh, and Death to me subscribes,
Since, spite of him, I'll live in this poor rhyme,
While he insults o'er dull and speechless tribes;
And thou in this shalt find thy monument,
When tyrants' crests and tombs of brass are spent.",Sonnet
62,William Shakespeare,Sonnet Cix,"O, never say that I was false of heart,
     Though absence seem'd my flame to qualify.
     As easy might I from myself depart
     As from my soul, which in thy breast doth lie:
     That is my home of love: if I have ranged,
     Like him that travels I return again,
     Just to the time, not with the time exchanged,
     So that myself bring water for my stain.
     Never believe, though in my nature reign'd
     All frailties that besiege all kinds of blood,
     That it could so preposterously be stain'd,
     To leave for nothing all thy sum of good;
     For nothing this wide universe I call,
     Save thou, my rose; in it thou art my all.",Sonnet
63,Oscar Wilde,Sonnet,"CHRIST, dost thou live indeed? or are thy bones
          Still straightened in their rock-hewn sepulchre?
          And was thy Rising only dreamed by Her
          Whose love of thee for all her sin atones?
          For here the air is horrid with men's groans,
          The priests who call upon thy name are slain,
          Dost thou not hear the bitter wail of pain
          From those whose children lie upon the stones?
          Come down, O Son of God! incestuous gloom
          Curtains the land, and through the starless night
          Over thy Cross the Crescent moon I see!
          If thou in very truth didst burst the tomb
          Come down, O Son of Man! and show thy might,
          Lest Mahomet be crowned instead of Thee!",Sonnet
64,William Shakespeare,Sonnet Cl,"O, from what power hast thou this powerful might
     With insufficiency my heart to sway?
     To make me give the lie to my true sight,
     And swear that brightness doth not grace the day?
     Whence hast thou this becoming of things ill,
     That in the very refuse of thy deeds
     There is such strength and warrantize of skill
     That, in my mind, thy worst all best exceeds?
     Who taught thee how to make me love thee more
     The more I hear and see just cause of hate?
     O, though I love what others do abhor,
     With others thou shouldst not abhor my state:
     If thy unworthiness raised love in me,
     More worthy I to be beloved of thee.",Sonnet
65,William Shakespeare,Sonnet Cv,"Let not my love be call'd idolatry,
     Nor my beloved as an idol show,
     Since all alike my songs and praises be
     To one, of one, still such, and ever so.
     Kind is my love to-day, to-morrow kind,
     Still constant in a wondrous excellence;
     Therefore my verse to constancy confined,
     One thing expressing, leaves out difference.
     'Fair, kind and true' is all my argument,
     'Fair, kind, and true' varying to other words;
     And in this change is my invention spent,
     Three themes in one, which wondrous scope affords.
     'Fair, kind, and true,' have often lived alone,
     Which three till now never kept seat in one.",Sonnet
66,William Shakespeare,Sonnet Cxliii,"Lo! as a careful housewife runs to catch
     One of her feather'd creatures broke away,
     Sets down her babe and makes an swift dispatch
     In pursuit of the thing she would have stay,
     Whilst her neglected child holds her in chase,
     Cries to catch her whose busy care is bent
     To follow that which flies before her face,
     Not prizing her poor infant's discontent;
     So runn'st thou after that which flies from thee,
     Whilst I thy babe chase thee afar behind;
     But if thou catch thy hope, turn back to me,
     And play the mother's part, kiss me, be kind:
     So will I pray that thou mayst have thy 'Will,'
     If thou turn back, and my loud crying still.",Sonnet
67,William Shakespeare,Sonnet Cxlii,"Love is my sin and thy dear virtue hate,
     Hate of my sin, grounded on sinful loving:
     O, but with mine compare thou thine own state,
     And thou shalt find it merits not reproving;
     Or, if it do, not from those lips of thine,
     That have profaned their scarlet ornaments
     And seal'd false bonds of love as oft as mine,
     Robb'd others' beds' revenues of their rents.
     Be it lawful I love thee, as thou lovest those
     Whom thine eyes woo as mine importune thee:
     Root pity in thy heart, that when it grows
     Thy pity may deserve to pitied be.
     If thou dost seek to have what thou dost hide,
     By self-example mayst thou be denied!",Sonnet
68,William Shakespeare,Sonnet Ciii,"Alack, what poverty my Muse brings forth,
     That having such a scope to show her pride,
     The argument all bare is of more worth
     Than when it hath my added praise beside!
     O, blame me not, if I no more can write!
     Look in your glass, and there appears a face
     That over-goes my blunt invention quite,
     Dulling my lines and doing me disgrace.
     Were it not sinful then, striving to mend,
     To mar the subject that before was well?
     For to no other pass my verses tend
     Than of your graces and your gifts to tell;
     And more, much more, than in my verse can sit
     Your own glass shows you when you look in it.",Sonnet
69,Elizabeth Barrett Browning,Sonnet Vi: Go From Me,"Go from me. Yet I feel that I shall stand
Henceforth in thy shadow. Nevermore
Alone upon the threshold of my door
Of individual life, I shall command
The uses of my soul, nor lift my hand
Serenely in the sunshine as before,
Without the sense of that which I forbore--
Thy touch upon the palm. The widest land
Doom takes to part us, leaves thy heart in mine
With pulses that beat double. What I do
And what I dream include thee, as the wine
Must taste of its own grapes. And when I sue
God for myself, He hears that name of thine,
And sees within my eyes the tears of two.",Sonnet
70,George Santayana,Sonnet Iii,"O world, thou choosest not the better part!
It is not wisdom to be only wise,
And on the inward vision close the eyes,
But it is wisdom to believe the heart.
Columbus found a world, and had no chart,
Save one that faith deciphered in the skies;
To trust the soul's invincible surmise
Was all his science and his only art.

Our knowledge is a torch of smoky pine
That lights the pathway but one step ahead
Across a void of mystery and dread.
Bid, then, the tender light of faith to shine
By which alone the mortal heart is led
Unto the thinking of the thought divine.",Sonnet
71,Elizabeth Barrett Browning,Sonnet Xliii,"How do I love thee ? Let me count the ways.
I love thee to the depth and breadth and height
My soul can reach, when feeling out of sight
For the ends of Being and ideal Grace.
I love thee to the level of everyday's
Most quiet need, by sun and candle-light.
I love thee freely, as men strive for Right;
I love thee purely, as they turn from Praise.
I love thee with the passion put to use
In my old griefs, and with my childhood's faith.
I love thee with a love I seemed to lose
With my lost saints,--I love thee with the breath,
Smiles, tears, of all my life !--and, if God choose,
I shall but love thee better after death.",Sonnet
72,William Shakespeare,Sonnet Cxvi,"Let me not to the marriage of true minds
     Admit impediments. Love is not love
     Which alters when it alteration finds,
     Or bends with the remover to remove:
     O no! it is an ever-fixed mark
     That looks on tempests and is never shaken;
     It is the star to every wandering bark,
     Whose worth's unknown, although his height be taken.
     Love's not Time's fool, though rosy lips and cheeks
     Within his bending sickle's compass come:
     Love alters not with his brief hours and weeks,
     But bears it out even to the edge of doom.
     If this be error and upon me proved,
     I never writ, nor no man ever loved.",Sonnet
73,Dante Gabriel Rossetti,The Sonnet,"A sonnet is a moment's monument, -- 
Memorial from the Soul's eternity 
To one dead deathless hour. Look that it be, 
Whether for lustral rite or dire portent, 
Of its own arduous fulness reverent: 
Carve it in ivory or in ebony, 
As Day or Night may rule; and let Time see 
Its flowering crest impearled and orient.

A Sonnet is a coin: its face reveals 
The soul, -- its converse, to what Power 'tis due: -- 
Whether for tribute to the august appeals 
Of Life, or dower in Love's high retinue, 
It serve, or, 'mid the dark wharf's cavernous breath, 
In Charon's palm it pay the toll of Death.",Sonnet
74,William Shakespeare,Sonnet Cxviii,"Like as, to make our appetites more keen,
     With eager compounds we our palate urge,
     As, to prevent our maladies unseen,
     We sicken to shun sickness when we purge,
     Even so, being tuff of your ne'er-cloying sweetness,
     To bitter sauces did I frame my feeding
     And, sick of welfare, found a kind of meetness
     To be diseased ere that there was true needing.
     Thus policy in love, to anticipate
     The ills that were not, grew to faults assured
     And brought to medicine a healthful state
     Which, rank of goodness, would by ill be cured:
     But thence I learn, and find the lesson true,
     Drugs poison him that so fell sick of you.",Sonnet
75,William Shakespeare,Sonnet Cxli,"In faith, I do not love thee with mine eyes,
     For they in thee a thousand errors note;
     But 'tis my heart that loves what they despise,
     Who in despite of view is pleased to dote;",Sonnet
76,Elizabeth Barrett Browning,Sonnet Xxii: When Our Two Souls Stand Up,"When our two souls stand up erect and strong, 
Face to face, silent, drawing nigh and nigher, 
Until the lengthening wings break into fire 
At either curvèd point,--what bitter wrong 
Can the earth do to us, that we should not long 
Be here contented? Think. In mounting higher, 
The angels would press on us and aspire 
To drop some golden orb of perfect song 
Into our deep, dear silence. Let us stay 
Rather on earth, Belovèd,--where the unfit 
Contrarious moods of men recoil away 
And isolate pure spirits, and permit 
A place to stand and love in for a day, 
With darkness and the death-hour rounding it.",Sonnet
77,Elizabeth Barrett Browning,Sonnet Xli: I Thank All,"I thank all who have loved me in their hearts, 
With thanks and love from mine. Deep thanks to all 
Who paused a little near the prison-wall 
To hear my music in its louder parts 
Ere they went onward, each one to the mart's 
Or temple's occupation, beyond call. 
But thou, who, in my voice's sink and fall 
When the sob took it, thy divinest Art's 
Own instrument didst drop down at thy foot 
To hearken what I said between my tears,... 
Instruct me how to thank thee! Oh, to shoot 
My soul's full meaning into future years, 
That they should lend it utterance, and salute 
Love that endures, from Life that disappears!",Sonnet
78,Elizabeth Barrett Browning,Sonnet Ix: Can It Be Right To Give,"Can it be right to give what I can give? 
To let thee sit beneath the fall of tears 
As salt as mine, and hear the sighing years 
Re-sighing on my lips renunciative 
Through those infrequent smiles which fail to live 
For all thy adjurations? O my fears, 
That this can scarce be right! We are not peers, 
So to be lovers; and I own, and grieve, 
That givers of such gifts as mine are, must 
Be counted with the ungenerous. Out, alas! 
I will not soil thy purple with my dust, 
Nor breathe my poison on thy Venice-glass, 
Nor give thee any love--which were unjust. 
Beloved, I only love thee! let it pass.",Sonnet
79,Elizabeth Barrett Browning,Sonnet Xii: Indeed This Very Love,"Indeed this very love which is my boast, 
And which, when rising up from breast to brow, 
Doth crown me with ruby large enow 
To draw men's eyes and prove the inner cost,-- 
This love even, all my worth, to the uttermost, 
I should not love withal, unless that thou 
Hadst set me an example, shown me how, 
When first thine earnest eyes with mine were crossed, 
And love called love. And thus, I cannot speak 
Of love even, as good thing of my own: 
Thy soul hath snatched up mine all faint and weak, 
And placed it by thee on a golden throne,-- 
And that I love (O soul, we must be meek--) 
Is by thee only, whom I love alone.",Sonnet
80,William Shakespeare,Sonnet Cx,"Alas, 'tis true I have gone here and there
     And made myself a motley to the view,
     Gored mine own thoughts, sold cheap what is most dear,
     Made old offences of affections new;
     Most true it is that I have look'd on truth
     Askance and strangely: but, by all above,
     These blenches gave my heart another youth,
     And worse essays proved thee my best of love.
     Now all is done, have what shall have no end:
     Mine appetite I never more will grind
     On newer proof, to try an older friend,
     A god in love, to whom I am confined.
     Then give me welcome, next my heaven the best,
     Even to thy pure and most most loving breast.",Sonnet
81,Elizabeth Barrett Browning,Sonnet I,"I thought once how Theocritus had sung
Of the sweet years, the dear and wished-for years,
Who each one in a gracious hand appears
To bear a gift for mortals, old or young:
And, as I mused it in his antique tongue,
I saw, in gradual vision through my tears,
The sweet, sad years, the melancholy years,
Those of my own life, who by turns had flung
A shadow across me. Straightway I was 'ware,
So weeping, how a mystic Shape did move
Behind me, and drew me backward by the hair:
And a voice said in mastery, while I strove,--
'Guess now who holds thee ? '--' Death,' I said. But, there,
The silver answer rang,--' Not Death, but Love.'",Sonnet
82,Elizabeth Barrett Browning,"Sonnet Iii: Unlike Are We, Unlike","Unlike are we, unlike, O princely Heart!
Unlike our uses and our destinies.
Our ministering two angels look surprise
On one another, as they strike athwart
Their wings in passing. Thou, bethink thee, art
A guest for queens to social pageantries,
With gages from a hundred brighter eyes
Than tears even can make mine, to play thy part
Of chief musician. What hast thou to do
With looking from the lattice-lights at me,
A poor, tired, wandering singer, singing through
The dark, and leaning up a cypress tree?
The chrism is on thine head,--on mine, the dew--
And Death must dig the level where these agree.",Sonnet
83,Elizabeth Barrett Browning,Sonnet Xxxii: The First Time,"The first time that the sun rose on thine oath
To love me, I looked forward to the moon
To slacken all those bonds which seemed too soon
And quickly tied to make a lasting troth.
Quick-loving hearts, I thought, may quickly loathe;
And, looking on myself, I seemed not one
For such man's love!--more like an out-of-tune
Worn viol, a good singer would be wroth
To spoil his song with, and which, snatched in haste,
Is laid down at the first ill-sounding note.
I did not wrong myself so, but I placed
A wrong on thee. For perfect strains may float
'Neath master-hands, from instruments defaced,--
And great souls, at one stroke, may do and doat.",Sonnet
84,William Shakespeare,Sonnet Cxxii,"Thy gift, thy tables, are within my brain
     Full character'd with lasting memory,
     Which shall above that idle rank remain
     Beyond all date, even to eternity;
     Or at the least, so long as brain and heart
     Have faculty by nature to subsist;
     Till each to razed oblivion yield his part
     Of thee, thy record never can be miss'd.
     That poor retention could not so much hold,
     Nor need I tallies thy dear love to score;
     Therefore to give them from me was I bold,
     To trust those tables that receive thee more:
     To keep an adjunct to remember thee
     Were to import forgetfulness in me.",Sonnet
85,William Shakespeare,Sonnet Cxlvii,"My love is as a fever, longing still
     For that which longer nurseth the disease,
     Feeding on that which doth preserve the ill,
     The uncertain sickly appetite to please.
     My reason, the physician to my love,
     Angry that his prescriptions are not kept,
     Hath left me, and I desperate now approve
     Desire is death, which physic did except.
     Past cure I am, now reason is past care,
     And frantic-mad with evermore unrest;
     My thoughts and my discourse as madmen's are,
     At random from the truth vainly express'd;
     For I have sworn thee fair and thought thee bright,
     Who art as black as hell, as dark as night.",Sonnet
86,William Shakespeare,Sonnet Cxxviii,"How oft, when thou, my music, music play'st,
     Upon that blessed wood whose motion sounds
     With thy sweet fingers, when thou gently sway'st
     The wiry concord that mine ear confounds,
     Do I envy those jacks that nimble leap
     To kiss the tender inward of thy hand,
     Whilst my poor lips, which should that harvest reap,
     At the wood's boldness by thee blushing stand!
     To be so tickled, they would change their state
     And situation with those dancing chips,
     O'er whom thy fingers walk with gentle gait,
     Making dead wood more blest than living lips.
     Since saucy jacks so happy are in this,
     Give them thy fingers, me thy lips to kiss.",Sonnet
87,Edmund Spenser,Sonnet Lxvii,"Lyke as a huntsman after weary chace,
Seeing the game from him escapt away:
sits downe to rest him in some shady place,
with panting hounds beguiled of their pray.
So after long pursuit and vaine assay,
when I all weary had the chace forsooke,
the gentle deare returnd the selfe-same way,
thinking to quench her thirst at the next brooke.
There she beholding me with mylder looke,
sought not to fly, but fearelesse still did bide:
till I in hand her yet halfe trembling tooke,
and with her owne goodwill hir fyrmely tyde.
Strange thing me seemed to see a beast so wyld,
so goodly wonne with her owne will beguyld.",Sonnet
88,Rupert Brooke,Sonnet:  I Said I Splendidly Loved You; ..,"I said I splendidly loved you; it's not true.
 Such long swift tides stir not a land-locked sea.
On gods or fools the high risk falls -- on you --
 The clean clear bitter-sweet that's not for me.
Love soars from earth to ecstasies unwist.
 Love is flung Lucifer-like from Heaven to Hell.
But -- there are wanderers in the middle mist,
 Who cry for shadows, clutch, and cannot tell
Whether they love at all, or, loving, whom:
 An old song's lady, a fool in fancy dress,
Or phantoms, or their own face on the gloom;
 For love of Love, or from heart's loneliness.
Pleasure's not theirs, nor pain.  They doubt, and sigh,
 And do not love at all.  Of these am I.",Sonnet
