,Author,Title,Poem,Form
34,Edna St. Vincent Millay,Sonnets (1923),"VIII8.
   Oh, oh, you will be sorry for that word! 
   Give back my book and take my kiss instead. 
   Was it my enemy or my friend I heard, 
   ""What a big book for such a little head!"" 
   Come, I will show you now my newest hat, 
   And you may watch me purse my mouth and prink! 
   Oh, I shall love you still, and all of that. 
   I never again shall tell you what I think. 
   I shall be sweet and crafty, soft and sly; 

  You will not catch me reading any more: 

  I shall be called a wife to pattern by; 

  And some day when you knock and push the door, 

  Some sane day, not too bright and not too stormy, 

  I shall be gone, and you may whistle for me. IX9.
   Here is a wound that never will heal, I know, 
   Being wrought not of a dearness and a death, 
   But of a love turned ashes and the breath 
   Gone out of beauty; never again will grow 
   The grass on that scarred acre, though I sow 
   Young seed there yearly and the sky bequeath 
   Its friendly weathers down, far underneath 
   Shall be such bitterness of an old woe. 
   That April should be shattered by a gust, 

  That August should be levelled by a rain, 

  I can endure, and that the lifted dust 

  Of man should settle to the earth again; 

  But that a dream can die, will be a thrust 

  Between my ribs forever of hot pain. XVIII18.
   I, being born a woman and distressed 
   By all the needs and notions of my kind, 
   Am urged by your propinquity to find 
   Your person fair, and feel a certain zest 
   To bear your body's weight upon my breast: 
   So subtly is the fume of life designed, 
   To clarify the pulse and cloud the mind, 
   And leave me once again undone, possessed. 
   Think not for this, however, the poor treason 

  Of my stout blood against my staggering brain, 

  I shall remember you with love, or season 

  My scorn with pity, -- let me make it plain: 

  I find this frenzy insufficient reason 

  For conversation when we meet again. XIX19.
   What lips my lips have kissed, and where, and why, 
   I have forgotten, and what arms have lain 
   Under my head till morning; but the rain 
   Is full of ghosts to-night, that tap and sigh 
   Upon the glass and listen for reply, 
   And in my heart there stirs a quiet pain 
   For unremembered lads that not again 
   Will turn to me at midnight with a cry. 
   Thus in the winter stands the lonely tree, 

  Nor knows what birds have vanished one by one, 

  Yet knows its boughs more silent than before: 

  I cannot say what loves have come and gone, 

  I only know that summer sang in me 

  A little while, that in me sings no more.",Sonnet
35,Elizabeth Barrett Browning,Sonnets From The Portuguese Iii,"GO from me. Yet I feel that I shall stand 
   Henceforward in thy shadow. Nevermore 
   Alone upon the threshold of my door 
Of individual life I shall command 
The uses of my soul, nor lift my hand 
   Serenely in the sunshine as before, 
   Without the sense of that which I forbore-- 
Thy touch upon the palm. The widest land 
Doom takes to part us, leaves thy heart in mine 
   With pulses that beat double. What I do 
And what I dream include thee, as the wine 
   Must taste of its own grapes. And when I sue 
God for myself, He hears that name of thine, 
   And sees within my eyes the tears of two.",Sonnet
36,Edna St. Vincent Millay,"Sonnets 03: Not With Libations, But With..","Not with libations, but with shouts and laughter
We drenched the altars of Love's sacred grove,
Shaking to earth green fruits, impatient after
The launching of the colored moths of Love.
Love's proper myrtle and his mother's zone
We bound about our irreligious brows,
And fettered him with garlands of our own,
And spread a banquet in his frugal house.
Not yet the god has spoken; but I fear
Though we should break our bodies in his flame,
And pour our blood upon his altar, here
Henceforward is a grove without a name,
A pasture to the shaggy goats of Pan,
Whence flee forever a woman and a man.",Sonnet
37,Edna St. Vincent Millay,"Sonnets 10: Oh, My Beloved, Have You Tho..","Oh, my beloved, have you thought of this:
How in the years to come unscrupulous Time,
More cruel than Death, will tear you from my kiss,
And make you old, and leave me in my prime?
How you and I, who scale together yet
A little while the sweet, immortal height
No pilgrim may remember or forget,
As sure as the world turns, some granite night
Shall lie awake and know the gracious flame
Gone out forever on the mutual stone;
And call to mind that on the day you came
I was a child, and you a hero grown?—
And the night pass, and the strange morning break
Upon our anguish for each other's sake!",Sonnet
38,Edna St. Vincent Millay,Sonnets 06: No Rose That In A Garden Eve..,"No rose that in a garden ever grew,
In Homer's or in Omar's or in mine,
Though buried under centuries of fine
Dead dust of roses, shut from sun and dew
Forever, and forever lost from view,
But must again in fragrance rich as wine
The grey aisles of the air incarnadine
When the old summers surge into a new.
Thus when I swear, ""I love with all my heart,""
'Tis with the heart of Lilith that I swear,
'Tis with the love of Lesbia and Lucrece;
And thus as well my love must lose some part
Of what it is, had Helen been less fair,
Or perished young, or stayed at home in Greece.",Sonnet
39,Edna St. Vincent Millay,Sonnets 02: Into The Golden Vessel Of Gr..,"Into the golden vessel of great song
Let us pour all our passion; breast to breast
Let other lovers lie, in love and rest;
Not we,—articulate, so, but with the tongue
Of all the world: the churning blood, the long
Shuddering quiet, the desperate hot palms pressed
Sharply together upon the escaping guest,
The common soul, unguarded, and grown strong.
Longing alone is singer to the lute;
Let still on nettles in the open sigh
The minstrel, that in slumber is as mute
As any man, and love be far and high,
That else forsakes the topmost branch, a fruit
Found on the ground by every passer-by.",Sonnet
40,Susan Williams,Penning Sonnets Or Pinning The Tails To ..,".
I respect those poets
who can pen sonnets 
and other rigidly ruled poems- 
They are extremely talented 
to be able to do this
and still enjoy the write! ! 
They have my utmost respect.
my admiration is unchecked.
Me? 
I am not at all respectable
I find it hard to be simultaneously
coherent, 
and poetic
and emotionally moving, 
when fitting syllables and rhymes into rigid formats! 
It's like trying to fit a hypo into a corset 
if you ask me.
.
~~~~~~~~ ©2018 Susan Williams",Sonnet
41,John Keats,Two Sonnets On Fame,"I.
Fame, like a wayward girl, will still be coy
To those who woo her with too slavish knees,
But makes surrender to some thoughtless boy,
And dotes the more upon a heart at ease;
She is a Gypsy,-will not speak to those
Who have not learnt to be content without her;
A Jilt, whose ear was never whisper'd close,
Who thinks they scandal her who talk about her;
A very Gypsy is she, Nilus-born,
Sister-in-law to jealous Potiphar;
Ye love-sick Bards! repay her scorn for scorn;
Ye Artists lovelorn! madmen that ye are!
Make your best bow to her and bid adieu,
Then, if she likes it, she will follow you.

II.
'You cannot eat your cake and have it too.'~Proverb.

How fever'd is the man, who cannot look
Upon his mortal days with temperate blood,
Who vexes all the leaves of his life's book,
And robs his fair name of its maidenhood;
It is as if the rose should pluck herself,
On the ripe plum finger its misty bloom,
As if a Naiad, like a meddling elf,
Should darken her pure grot with muddy gloom:
But the rose leaves herself upon the briar,
For winds to kiss and grateful bees to feed,
And the ripe plum still wears its dim attire,
The undisturbed lake has crystal space;
Why then should man, teasing the world for grace,
Spoil his salvation for a fierce miscreed?",Sonnet
42,William Shakespeare,Sonnets Cxvi: Let Me Not To The Marriage..,"Let me not to the marriage of true minds
    Admit impediments. Love is not love
    Which alters when it alteration finds,
    Or bends with the remover to remove.
    O no! it is an ever-fixed mark
    That looks on tempests and is never shaken;
    It is the star to every wand'ring bark,
    Whose worth's unknown, although his height be taken.
    Love's not Time's fool, though rosy lips and cheeks
  Within his bending sickle's compass come;
  Love alters not with his brief hours and weeks,
  But bears it out even to the edge of doom.
  If this be error and upon me prov'd,
  I never writ, nor no man ever lov'd.",Sonnet
43,Edna St. Vincent Millay,Sonnets 05: Once More Into My Arid Days ..,"Once more into my arid days like dew,
Like wind from an oasis, or the sound
Of cold sweet water bubbling underground,
A treacherous messenger, the thought of you
Comes to destroy me; once more I renew
Firm faith in your abundance, whom I found
Long since to be but just one other mound
Of sand, whereon no green thing ever grew.
And once again, and wiser in no wise,
I chase your colored phantom on the air,
And sob and curse and fall and weep and rise
And stumble pitifully on to where,
Miserable and lost, with stinging eyes,
Once more I clasp,—and there is nothing there.",Sonnet
44,Edna St. Vincent Millay,Two Sonnets In Memory,"(Nicola Sacco -- Bartolomeo Vanzetti)
Executed August 23, 1927
 
 
I

As men have loved their lovers in times past
And sung their wit, their virtue and their grace,
So have we loved sweet Justice to the last,
That now lies here in an unseemly place.
The child will quit the cradle and grow wise
And stare on beauty till his senses drown;
Yet shall be seen no more by mortal eyes
Such beauty as here walked and here went down.
Like birds that hear the winter crying plain
Her courtiers leave to seek the clement south;
Many have praised her, we alone remain
To break a fist against the lying mouth
Of any man who says this was not so:
Though she be dead now, as indeed we know.

II

Where can the heart be hidden in the ground
And be at peace, and be at peace forever,
Under the world, untroubled by the sound
Of mortal tears, that cease from pouring never?
Well for the heart, by stern compassion harried,
If death be deeper than the churchmen say, --
Gone from this world indeed what's graveward carried,
And laid to rest indeed what's laid away.
Anguish enough while yet the indignant breather
Have blood to spurt upon the oppressor's hand;
Who would eternal be, and hang in ether
A stuffless ghost above his struggling land,
Retching in vain to render up the groan
That is not there, being aching dust's alone?",Sonnet
45,William Shakespeare,Sonnets X,"THEN hate me when thou wilt; if ever, now; 
Now, while the world is bent my deeds to cross, 
Join with the spite of fortune, make me bow, 
And do not drop in for an after loss: 
Ah! do not, when my heart hath 'scaped this sorrow, 
Come in the rearward of a conquer'd woe; 
Give not a windy night a rainy morrow, 
To linger out a purposed overthrow. 
If thou wilt leave me, do not leave me last, 
When other petty griefs have done their spite, 
But in the onset come: so shall I taste 
At first the very worst of fortune's might; 
   And other strains of woe, which now seem woe, 
   Compared with loss of thee will not seem so!",Sonnet
46,Edna St. Vincent Millay,Sonnets 12: Cherish You Then The Hope I ..,"Cherish you then the hope I shall forget
At length, my lord, Pieria?—put away
For your so passing sake, this mouth of clay
These mortal bones against my body set,
For all the puny fever and frail sweat
Of human love,—renounce for these, I say,
The Singing Mountain's memory, and betray
The silent lyre that hangs upon me yet?
Ah, but indeed, some day shall you awake,
Rather, from dreams of me, that at your side
So many nights, a lover and a bride,
But stern in my soul's chastity, have lain,
To walk the world forever for my sake,
And in each chamber find me gone again!",Sonnet
47,Elizabeth Barrett Browning,Sonnets From The Portuguese V,"WHEN our two souls stand up erect and strong, 
   Face to face, silent, drawing nigh and nigher, 
   Until the lengthening wings break into fire 
At either curving point,--what bitter wrong 
Can the earth do us, that we should not long 
   Be here contented? Think! In mounting higher, 
   The angels would press on us, and aspire 
To drop some golden orb of perfect song 
Into our deep, dear silence. Let us stay 
   Rather on earth, Beloved--where the unfit 
Contrarious moods of men recoil away 
   And isolate pure spirits, and permit 
A place to stand and love in for a day, 
   With darkness and the death-hour rounding it.",Sonnet
48,William Shakespeare,The Dark Lady Sonnets (127 - 154),"CXXVII
In the old age black was not counted fair,
Or if it were, it bore not beauty's name;
But now is black beauty's successive heir,
And beauty slandered with a bastard shame:
For since each hand hath put on Nature's power,
Fairing the foul with Art's false borrowed face,
Sweet beauty hath no name, no holy bower,
But is profaned, if not lives in disgrace.
Therefore my mistress' eyes are raven black,
Her eyes so suited, and they mourners seem
At such who, not born fair, no beauty lack,
Sland'ring creation with a false esteem:
Yet so they mourn becoming of their woe,
That every tongue says beauty should look so.

CXXVIII

How oft when thou, my music, music play'st,
Upon that blessed wood whose motion sounds
With thy sweet fingers when thou gently sway'st
The wiry concord that mine ear confounds,
Do I envy those jacks that nimble leap,
To kiss the tender inward of thy hand,
Whilst my poor lips which should that harvest reap,
At the wood's boldness by thee blushing stand!
To be so tickled, they would change their state
And situation with those dancing chips,
O'er whom thy fingers walk with gentle gait,
Making dead wood more bless'd than living lips.
Since saucy jacks so happy are in this,
Give them thy fingers, me thy lips to kiss. 

CXXIX

The expense of spirit in a waste of shame
Is lust in action: and till action, lust
Is perjured, murderous, bloody, full of blame,
Savage, extreme, rude, cruel, not to trust;
Enjoyed no sooner but despised straight;
Past reason hunted; and no sooner had,
Past reason hated, as a swallowed bait,
On purpose laid to make the taker mad.
Mad in pursuit and in possession so;
Had, having, and in quest to have extreme;
A bliss in proof, and proved, a very woe;
Before, a joy proposed; behind a dream.
All this the world well knows; yet none knows well
To shun the heaven that leads men to this hell.

CXXX

My mistress' eyes are nothing like the sun;
Coral is far more red, than her lips red:
If snow be white, why then her breasts are dun;
If hairs be wires, black wires grow on her head.
I have seen roses damasked, red and white,
But no such roses see I in her cheeks;
And in some perfumes is there more delight
Than in the breath that from my mistress reeks.
I love to hear her speak, yet well I know
That music hath a far more pleasing sound:
I grant I never saw a goddess go,
My mistress, when she walks, treads on the ground:
And yet by heaven, I think my love as rare,
As any she belied with false compare.

CXXXI

Thou art as tyrannous, so as thou art,
As those whose beauties proudly make them cruel;
For well thou know'st to my dear doting heart
Thou art the fairest and most precious jewel.
Yet, in good faith, some say that thee behold,
Thy face hath not the power to make love groan;
To say they err I dare not be so bold,
Although I swear it to myself alone.
And to be sure that is not false I swear,
A thousand groans, but thinking on thy face,
One on another's neck, do witness bear
Thy black is fairest in my judgment's place.
In nothing art thou black save in thy deeds,
And thence this slander, as I think, proceeds.

CXXXII

Thine eyes I love, and they, as pitying me,
Knowing thy heart torments me with disdain,
Have put on black and loving mourners be,
Looking with pretty ruth upon my pain.
And truly not the morning sun of heaven
Better becomes the grey cheeks of the east,
Nor that full star that ushers in the even,
Doth half that glory to the sober west,
As those two mourning eyes become thy face:
O! let it then as well beseem thy heart
To mourn for me since mourning doth thee grace,
And suit thy pity like in every part.
Then will I swear beauty herself is black,
And all they foul that thy complexion lack.

CXXXIII

Beshrew that heart that makes my heart to groan
For that deep wound it gives my friend and me!
Is't not enough to torture me alone,
But slave to slavery my sweet'st friend must be?
Me from myself thy cruel eye hath taken,
And my next self thou harder hast engrossed:
Of him, myself, and thee I am forsaken;
A torment thrice three-fold thus to be crossed.
Prison my heart in thy steel bosom's ward,
But then my friend's heart let my poor heart bail;
Whoe'er keeps me, let my heart be his guard;
Thou canst not then use rigour in my jail:
And yet thou wilt; for I, being pent in thee,
Perforce am thine, and all that is in me.

CXXXIV

So now I have confessed that he is thine,
And I my self am mortgaged to thy will,
Myself I'll forfeit, so that other mine
Thou wilt restore to be my comfort still:
But thou wilt not, nor he will not be free,
For thou art covetous, and he is kind;
He learned but surety-like to write for me,
Under that bond that him as fast doth bind.
The statute of thy beauty thou wilt take,
Thou usurer, that put'st forth all to use,
And sue a friend came debtor for my sake;
So him I lose through my unkind abuse.
Him have I lost; thou hast both him and me:
He pays the whole, and yet am I not free.

CXXXV

Whoever hath her wish, thou hast thy Will,
And Will to boot, and Will in over-plus;
More than enough am I that vexed thee still,
To thy sweet will making addition thus.
Wilt thou, whose will is large and spacious,
Not once vouchsafe to hide my will in thine?
Shall will in others seem right gracious,
And in my will no fair acceptance shine?
The sea, all water, yet receives rain still,
And in abundance addeth to his store;
So thou, being rich in Will, add to thy Will
One will of mine, to make thy large will more.
Let no unkind, no fair beseechers kill;
Think all but one, and me in that one Will.

CXXXVI

If thy soul check thee that I come so near,
Swear to thy blind soul that I was thy Will,
And will, thy soul knows, is admitted there;
Thus far for love, my love-suit, sweet, fulfil.
Will, will fulfil the treasure of thy love,
Ay, fill it full with wills, and my will one.
In things of great receipt with ease we prove
Among a number one is reckoned none:
Then in the number let me pass untold,
Though in thy store's account I one must be;
For nothing hold me, so it please thee hold
That nothing me, a something sweet to thee:
Make but my name thy love, and love that still,
And then thou lovest me for my name is 'Will.'

CXXXVII

Thou blind fool, Love, what dost thou to mine eyes,
That they behold, and see not what they see?
They know what beauty is, see where it lies,
Yet what the best is take the worst to be.
If eyes, corrupt by over-partial looks,
Be anchored in the bay where all men ride,
Why of eyes' falsehood hast thou forged hooks,
Whereto the judgment of my heart is tied?
Why should my heart think that a several plot,
Which my heart knows the wide world's common place?
Or mine eyes, seeing this, say this is not,
To put fair truth upon so foul a face?
In things right true my heart and eyes have erred,
And to this false plague are they now transferred.

CXXXVIII

When my love swears that she is made of truth,
I do believe her though I know she lies,
That she might think me some untutored youth,
Unlearned in the world's false subtleties.
Thus vainly thinking that she thinks me young,
Although she knows my days are past the best,
Simply I credit her false-speaking tongue:
On both sides thus is simple truth suppressed:
But wherefore says she not she is unjust?
And wherefore say not I that I am old?
O! love's best habit is in seeming trust,
And age in love, loves not to have years told:
Therefore I lie with her, and she with me,
And in our faults by lies we flattered be.

CXXXIX

O! call not me to justify the wrong
That thy unkindness lays upon my heart;
Wound me not with thine eye, but with thy tongue:
Use power with power, and slay me not by art,
Tell me thou lov'st elsewhere; but in my sight,
Dear heart, forbear to glance thine eye aside:
What need'st thou wound with cunning, when thy might
Is more than my o'erpressed defence can bide?
Let me excuse thee: ah! my love well knows
Her pretty looks have been mine enemies;
And therefore from my face she turns my foes,
That they elsewhere might dart their injuries:
Yet do not so; but since I am near slain,
Kill me outright with looks, and rid my pain.

CXL

Be wise as thou art cruel; do not press
My tongue-tied patience with too much disdain;
Lest sorrow lend me words, and words express
The manner of my pity-wanting pain.
If I might teach thee wit, better it were,
Though not to love, yet, love to tell me so;
As testy sick men, when their deaths be near,
No news but health from their physicians know;
For, if I should despair, I should grow mad,
And in my madness might speak ill of thee;
Now this ill-wresting world is grown so bad,
Mad slanderers by mad ears believed be.
That I may not be so, nor thou belied,
Bear thine eyes straight, though thy proud heart go wide.

CXLI

In faith I do not love thee with mine eyes,
For they in thee a thousand errors note;
But 'tis my heart that loves what they despise,
Who, in despite of view, is pleased to dote.
Nor are mine ears with thy tongue's tune delighted;
Nor tender feeling, to base touches prone,
Nor taste, nor smell, desire to be invited
To any sensual feast with thee alone:
But my five wits nor my five senses can
Dissuade one foolish heart from serving thee,
Who leaves unswayed the likeness of a man,
Thy proud heart's slave and vassal wretch to be:
Only my plague thus far I count my gain,
That she that makes me sin awards me pain.

CXLII

Love is my sin, and thy dear virtue hate,
Hate of my sin, grounded on sinful loving:
O! but with mine compare thou thine own state,
And thou shalt find it merits not reproving;
Or, if it do, not from those lips of thine,
That have profaned their scarlet ornaments
And sealed false bonds of love as oft as mine,
Robbed others' beds' revenues of their rents.
Be it lawful I love thee, as thou lov'st those
Whom thine eyes woo as mine importune thee:
Root pity in thy heart, that, when it grows,
Thy pity may deserve to pitied be.
If thou dost seek to have what thou dost hide,
By self-example mayst thou be denied!

CXLIII

Lo, as a careful housewife runs to catch
One of her feather'd creatures broke away,
Sets down her babe, and makes all swift dispatch
In pursuit of the thing she would have stay;
Whilst her neglected child holds her in chase,
Cries to catch her whose busy care is bent
To follow that which flies before her face,
Not prizing her poor infant's discontent;
So runn'st thou after that which flies from thee,
Whilst I thy babe chase thee afar behind;
But if thou catch thy hope, turn back to me,
And play the mother's part, kiss me, be kind;
So will I pray that thou mayst have thy 'Will,'
If thou turn back and my loud crying still.

CXLIV

Two loves I have of comfort and despair,
Which like two spirits do suggest me still:
The better angel is a man right fair,
The worser spirit a woman coloured ill.
To win me soon to hell, my female evil,
Tempteth my better angel from my side,
And would corrupt my saint to be a devil,
Wooing his purity with her foul pride.
And whether that my angel be turned fiend,
Suspect I may, yet not directly tell;
But being both from me, both to each friend,
I guess one angel in another's hell:
Yet this shall I ne'er know, but live in doubt,
Till my bad angel fire my good one out.

CXLV

Those lips that Love's own hand did make,
Breathed forth the sound that said 'I hate',
To me that languished for her sake:
But when she saw my woeful state,
Straight in her heart did mercy come,
Chiding that tongue that ever sweet
Was used in giving gentle doom;
And taught it thus anew to greet;
'I hate' she altered with an end,
That followed it as gentle day,
Doth follow night, who like a fiend
From heaven to hell is flown away.
'I hate', from hate away she threw,
And saved my life, saying 'not you'.

CXLVI

Poor soul, the centre of my sinful earth,
( ??? ) these rebel powers that thee array,
Why dost thou pine within and suffer dearth,
Painting thy outward walls so costly gay?
Why so large cost, having so short a lease,
Dost thou upon thy fading mansion spend?
Shall worms, inheritors of this excess,
Eat up thy charge? Is this thy body's end?
Then soul, live thou upon thy servant's loss,
And let that pine to aggravate thy store;
Buy terms divine in selling hours of dross;
Within be fed, without be rich no more:
So shall thou feed on Death, that feeds on men,
And Death once dead, there's no more dying then.

CXLVII

My love is as a fever longing still,
For that which longer nurseth the disease;
Feeding on that which doth preserve the ill,
The uncertain sickly appetite to please.
My reason, the physician to my love,
Angry that his prescriptions are not kept,
Hath left me, and I desperate now approve
Desire is death, which physic did except.
Past cure I am, now Reason is past care,
And frantic-mad with evermore unrest;
My thoughts and my discourse as madmen's are,
At random from the truth vainly expressed;
For I have sworn thee fair, and thought thee bright,
Who art as black as hell, as dark as night.

CXLVIII

O me! what eyes hath Love put in my head,
Which have no correspondence with true sight;
Or, if they have, where is my judgment fled,
That censures falsely what they see aright?
If that be fair whereon my false eyes dote,
What means the world to say it is not so?
If it be not, then love doth well denote
Love's eye is not so true as all men's: no,
How can it? O! how can Love's eye be true,
That is so vexed with watching and with tears?
No marvel then, though I mistake my view;
The sun itself sees not, till heaven clears.
O cunning Love! with tears thou keep'st me blind,
Lest eyes well-seeing thy foul faults should find.

CXLIX

Canst thou, O cruel! say I love thee not,
When I against myself with thee partake?
Do I not think on thee, when I forgot
Am of my self, all tyrant, for thy sake?
Who hateth thee that I do call my friend,
On whom frown'st thou that I do fawn upon,
Nay, if thou lour'st on me, do I not spend
Revenge upon myself with present moan?
What merit do I in my self respect,
That is so proud thy service to despise,
When all my best doth worship thy defect,
Commanded by the motion of thine eyes?
But, love, hate on, for now I know thy mind,
Those that can see thou lov'st, and I am blind.

CL

O! from what power hast thou this powerful might,
With insufficiency my heart to sway?
To make me give the lie to my true sight,
And swear that brightness doth not grace the day?
Whence hast thou this becoming of things ill,
That in the very refuse of thy deeds
There is such strength and warrantise of skill,
That, in my mind, thy worst all best exceeds?
Who taught thee how to make me love thee more,
The more I hear and see just cause of hate?
O! though I love what others do abhor,
With others thou shouldst not abhor my state:
If thy unworthiness raised love in me,
More worthy I to be beloved of thee.

CLI

Love is too young to know what conscience is,
Yet who knows not conscience is born of love?
Then, gentle cheater, urge not my amiss,
Lest guilty of my faults thy sweet self prove:
For, thou betraying me, I do betray
My nobler part to my gross body's treason;
My soul doth tell my body that he may
Triumph in love; flesh stays no farther reason,
But rising at thy name doth point out thee,
As his triumphant prize. Proud of this pride,
He is contented thy poor drudge to be,
To stand in thy affairs, fall by thy side.
No want of conscience hold it that I call
Her love, for whose dear love I rise and fall.

CLII

In loving thee thou know'st I am forsworn,
But thou art twice forsworn, to me love swearing;
In act thy bed-vow broke, and new faith torn,
In vowing new hate after new love bearing:
But why of two oaths' breach do I accuse thee,
When I break twenty? I am perjured most;
For all my vows are oaths but to misuse thee,
And all my honest faith in thee is lost:
For I have sworn deep oaths of thy deep kindness,
Oaths of thy love, thy truth, thy constancy;
And, to enlighten thee, gave eyes to blindness,
Or made them swear against the thing they see;
For I have sworn thee fair; more perjured eye,
To swear against the truth so foul a lie!

CLIII

Cupid laid by his brand and fell asleep:
A maid of Dian's this advantage found,
And his love-kindling fire did quickly steep
In a cold valley-fountain of that ground;
Which borrowed from this holy fire of Love,
A dateless lively heat, still to endure,
And grew a seething bath, which yet men prove
Against strange maladies a sovereign cure.
But at my mistress' eye Love's brand new-fired,
The boy for trial needs would touch my breast;
I, sick withal, the help of bath desired,
And thither hied, a sad distempered guest,
But found no cure, the bath for my help lies
Where Cupid got new fire; my mistress' eyes.

CLIV

The little Love-god lying once asleep,
Laid by his side his heart-inflaming brand,
Whilst many nymphs that vowed chaste life to keep
Came tripping by; but in her maiden hand
The fairest votary took up that fire
Which many legions of true hearts had warmed;
And so the General of hot desire
Was, sleeping, by a virgin hand disarmed.
This brand she quenched in a cool well by,
Which from Love's fire took heat perpetual,
Growing a bath and healthful remedy,
For men diseased; but I, my mistress' thrall,
Came there for cure and this by that I prove,
Love's fire heats water, water cools not love.",Sonnet
49,William Shakespeare,Sonnets Xxx: When To The Sessions Of Swe..,"When to the sessions of sweet silent thought
    I summon up remembrance of things past,
    I sigh the lack of many a thing I sought,
    And with old woes new wail my dear time's waste:
    Then can I drown an eye, unus'd to flow,
    For precious friends hid in death's dateless night,
    And weep afresh love's long since cancell'd woe,
    And moan th' expense of many a vanish'd sight;
    Then can I grieve at grievances foregone,
  And heavily from woe to woe tell o'er
  The sad account of fore-bemoaned moan,
  Which I new pay as if not paid before.
  But if the while I think on thee, dear friend,
  All losses are restor'd, and sorrows end.",Sonnet
50,William Shakespeare,Sonnets Xii,"HOW like a Winter hath my absence been 
From thee, the pleasure of the fleeting year! 
What freezings have I felt, what dark days seen, 
What old December's bareness everywhere! 
And yet this time removed was summer's time; 
The teeming Autumn, big with rich increase, 
Bearing the wanton burden of the prime 
Like widow'd wombs after their Lord's decease: 
Yet this abundant issue seem'd to me 
But hope of orphans and unfather'd fruit; 
For Summer and his pleasures wait on thee, 
And, thou away, the very birds are mute: 
   Or if they sing, 'tis with so dull a cheer 
   That leaves look pale, dreading the Winter 's near.",Sonnet
51,Edna St. Vincent Millay,"Sonnets 11: As To Some Lovely Temple, Te..","As to some lovely temple, tenantless
Long since, that once was sweet with shivering brass,
Knowing well its altars ruined and the grass
Grown up between the stones, yet from excess
Of grief hard driven, or great loneliness,
The worshiper returns, and those who pass
Marvel him crying on a name that was,—
So is it now with me in my distress.
Your body was a temple to Delight;
Cold are its ashes whence the breath is fled,
Yet here one time your spirit was wont to move;
Here might I hope to find you day or night,
And here I come to look for you, my love,
Even now, foolishly, knowing you are dead.",Sonnet
52,Elizabeth Barrett Browning,Sonnets From The Portuguese Ii,"UNLIKE are we, unlike, O princely Heart! 
   Unlike our uses and our destinies. 
   Our ministering two angels look surprise 
On one another, as they strike athwart 
Their wings in passing. Thou, bethink thee, art 
   A guest for queens to social pageantries, 
   With gages from a hundred brighter eyes 
Than tears even can make mine, to play thy part 
Of chief musician. What hast thou to do 
   With looking from the lattice-lights at me-- 
A poor, tired, wandering singer, singing through 
   The dark, and leaning up a cypress tree? 
The chrism is on thine head--on mine the dew-- 
   And Death must dig the level where these agree.",Sonnet
53,William Shakespeare,"Sonnets Xxix: When, In Disgrace With For..","When, in disgrace with fortune and men's eyes,
    I all alone beweep my outcast state
    And trouble deaf heaven with my bootless cries
    And look upon myself and curse my fate,
    Wishing me like to one more rich in hope,
    Featur'd like him, like him with friends possess'd,
    Desiring this man's art and that man's scope,
    With what I most enjoy contented least;
    Yet in these thoughts myself almost despising,
  Haply I think on thee, and then my state,
  Like to the lark at break of day arising
  From sullen earth, sings hymns at heaven's gate;
  For thy sweet love remember'd such wealth brings
  That then I scorn to change my state with kings.",Sonnet
54,William Shakespeare,Sonnets Xciv: They That Have Power To Hu..,"They that have power to hurt and will do none,
    That do not do the thing they most do show,
    Who, moving others, are themselves as stone,
    Unmoved, cold, and to temptation slow:
    They rightly do inherit heaven's graces
    And husband nature's riches from expense;
    They are the lords and owners of their faces,
    Others but stewards of their excellence.
    The summer's flower is to the summer sweet
  Though to itself it only live and die,
  But if that flower with base infection meet,
  The basest weed outbraves his dignity:
  For sweetest things turn sourest by their deeds;
  Lilies that fester smell far worse than weeds.",Sonnet
55,William Shakespeare,Sonnets Vii,"BEING your slave, what should I do but tend 
Upon the hours and times of your desire? 
I have no precious time at all to spend, 
Nor services to do, till you require. 
Nor dare I chide the world-without-end hour 
Whilst I, my sovereign, watch the clock for you, 
Nor think the bitterness of absence sour 
When you have bid your servant once adieu; 
Nor dare I question with my jealous thought 
Where you may be, or your affairs suppose, 
But, like a sad slave, stay and think of nought 
Save, where you are how happy you make those! 
   So true a fool is love, that in your Will, 
   Though you do any thing, he thinks no ill.",Sonnet
56,Edwin Arlington Robinson,Two Sonnets,"I

Just as I wonder at the twofold screen 
Of twisted innocence that you would plait 
For eyes that uncourageously await 
The coming of a kingdom that has been, 
So do I wonder what God’s love can mean
To you that all so strangely estimate 
The purpose and the consequent estate 
Of one short shuddering step to the Unseen. 

No, I have not your backward faith to shrink 
Lone-faring from the doorway of God’s home
To find Him in the names of buried men; 
Nor your ingenious recreance to think 
We cherish, in the life that is to come, 
The scattered features of dead friends again. 


IL

Never until our souls are strong enough
To plunge into the crater of the Scheme— 
Triumphant in the flash there to redeem 
Love’s handsel and forevermore to slough, 
Like cerements at a played-out masque, the rough 
And reptile skins of us whereon we set 
The stigma of scared years—are we to get 
Where atoms and the ages are one stuff. 

Nor ever shall we know the cursed waste 
Of life in the beneficence divine 
Of starlight and of sunlight and soul-shine
That we have squandered in sin’s frail distress, 
Till we have drunk, and trembled at the taste, 
The mead of Thought’s prophetic endlessness.",Sonnet
