,Author,Title,Poem,Form
62,Mary Darby Robinson,"Elegy To The Memory Of Richard Boyle, Esq.","NEAR yon bleak mountain's dizzy height, 
That hangs o'er AVON's silent wave; 
By the pale Crescent's glimm'ring light, 
I sought LORENZO's lonely grave. 

O'er the long grass the silv'ry dew, 
Soft Twilight's tears spontaneous shone; 
And the dank bough of baneful yew 
Supply'd the place of sculptured stone. 

Oft, as my trembling steps drew near, 
The aëry voice of FANCY gave 
The plaint of GENIUS to mine ear, 
That, lingering, murmur'd on his grave. 

""Cold is that heart, where honour glow'd, 
And Friendship's flame sublimely shone, 
And clos'd that eye where Pity flow'd, 
For ev'ry suff'ring but HIS OWN. 

""That form where youth and grace conspir'd, 
To captivate admiring eyes, 
No more belov'd, no more admir'd, 
A torpid mass neglected lies. 

""Mute is the music of that tongue, 
Once tuneful as the voice of love, 
When ORPHEUS, by his magic song, 
Taught trees, and flinty rocks to move. 

""Oft shall the pensive MUSE be found, 
Sprinkling with flow'rs his mould'ring clay; 
While soft-eyed SORROW wand'ring round, 
Shall pluck intruding weeds away."" 

Sad victim of the sordid mind, 
That doom'd THEE to an early grave; 
Ne'er shall HER breast that pity find, 
Which thy forgiveness nobly gave! 

Thou, who, when SORROW'S icy hand 
Forbad the healthsome pulse to flow, 
Obedient to HER stern command, 
With meek submission bow'd thee low! 

And when thy faded cheek proclaim'd 
The thorn that rankled in thy breast, 
Thy steady soul that pride maintain'd, 
Which marks the godlike mind distress'd! 

Nor was thy mental strength subdu'd, 
When HOPE's last ling'ring shadows fled, 
Unchang'd, thy dauntless spirit view'd 
The dreary confines of the dead! 

And when thy penetrating mind, 
Life's thorny maze presum'd to scan, 
In ev'ry path condemn'd to find 
""The low ingratitude of man."" 

Indignant would'st thou turn away, 
And smiling raise thy languid eye, 
And oft thy feeble voice would say, 
""TO ME 'TIS HAPPINESS TO DIE.""

And tho' thy FRIEND, I with skilful art, 
To heal thy woes, each balm apply'd; 
Tho' the fine feelings of his heart, 
Nor cost nor studious care deny'd! 

He saw the fatal hour draw near, 
He saw THEE fading to the grave; 
He gave his last kind gift, A TEAR, 
And mourn'd the worth he could not save. 

Nor could the ruthless breath of FATE 
Snatch from thy grave the tender sigh; 
Nor a relentless monster's hate 
Impede thy passage to the sky. 

And tho' no kindred tears were shed, 
No tribute to thy memory giv'n; 
Sublime in death, thy spirit fled, 
To seek its best reward IN HEAVEN!",Elegy
63,John Donne,Elegy Xi: The Bracelet,"Upon the Loss of His Mistress’s Chain, for Which He Made Satisfaction

NOT that in colour it was like thy hair,
For armlets of that thou mayst let me wear; 
Nor that thy hand it oft embraced and kiss'd,
For so it had that good, which oft I miss'd; 
Nor for that silly old morality,
That, as these links were knit, our love should be,
Mourn I that I thy sevenfold chain have lost; 
Nor for the luck sake; but the bitter cost.
O, shall twelve righteous angels, which as yet
No leaven of vile solder did admit; 
Nor yet by any way have stray'd or gone
From the first state of their creation; 
Angels, which heaven commanded to provide
All things to me, and be my faithful guide; 
To gain new friends, to appease great enemies; 
To comfort my soul, when I lie or rise; 
Shall these twelve innocents, by thy severe
Sentence, dread judge, my sin's great burden bear? 
Shall they be damn'd, and in the furnace thrown,
And punish'd for offenses not their own? 
They save not me, they do not ease my pains,
When in that hell they're burnt and tied in chains.
Were they but crowns of France, I carèd not,
For most of these their country's natural rot,
I think, possesseth; they come here to us
So pale, so lame, so lean, so ruinous.
And howsoe'er French kings most Christian be,
Their crowns are circumcised most Jewishly.
Or were they Spanish stamps, still travelling,
That are become as Catholic as their king; 
These unlick'd bear-whelps, unfiled pistolets,
That—more than cannon shot—avails or lets; 
Which, negligently left unrounded, look
Like many-angled figures in the book
Of some great conjurer that would enforce
Nature, so these do justice, from her course; 
Which, as the soul quickens head, feet and heart,
As streams, like veins, run through th' earth's every part,
Visit all countries, and have slily made
Gorgeous France, ruin'd, ragged and decay'd,
Scotland, which knew no state, proud in one day,
And mangled seventeen-headed Belgia.
Or were it such gold as that wherewithal
Almighty chemics, from each mineral
Having by subtle fire a soul out-pull'd,
Are dirtily and desperately gull'd; 
I would not spit to quench the fire they're in,
For they are guilty of much heinous sin.
But shall my harmless angels perish? Shall
I lose my guard, my ease, my food, my all? 
Much hope which they would nourish will be dead.
Much of my able youth, and lustihead
Will vanish; if thou love, let them alone,
For thou wilt love me less when they are gone; 
And be content that some loud squeaking crier,
Well-pleas'd with one lean threadbare groat, for hire,
May like a devil roar through every street,
And gall the finder's conscience, if he meet.
Or let me creep to some dread conjurer,
That with fantastic schemes fills full much paper; 
Which hath divided heaven in tenements,
And with whores, thieves, and murderers stuff'd his rents
So full, that though he pass them all in sin,
He leaves himself no room to enter in.
But if, when all his art and time is spent,
He say 'twill ne'er be found; yet be content; 
Receive from him that doom ungrudgingly,
Because he is the mouth of destiny.
Thou say'st, alas! the gold doth still remain,
Though it be changed, and put into a chain.
So in the first fallen angels resteth still
Wisdom and knowledge, but 'tis turn'd to ill; 
As these should do good works, and should provide
Necessities; but now must nurse thy pride.
And they are still bad angels; mine are none; 
For form gives being, and their form is gone.
Pity these angels yet; their dignities
Pass Virtues, Powers, and Principalities.
But thou art resolute; thy will be done; 
Yet with such anguish, as her only son
The mother in the hungry grave doth lay,
Unto the fire these martyrs I betray.
Good souls—for you give life to everything—
Good angels—for good messages you bring—
Destined you might have been to such an one,
As would have loved and worshipp'd you alone; 
One that would suffer hunger, nakedness,
Yea death, ere he would make your number less; 
But, I am guilty of your sad decay; 
May your few fellows longer with me stay.
But O! thou wretched finder whom I hate
So, that I almost pity thy estate,
Gold being the heaviest metal amongst all,
May my most heavy curse upon thee fall.
Here fetter'd, manacled, and hang'd in chains,
First mayst thou be; then chain'd to hellish pains; 
Or be with foreign gold bribed to betray
Thy country, and fail both of it and thy pay.
May the next thing thou stoop'st to reach, contain
Poison, whose nimble fume rot thy moist brain; 
Or libels, or some interdicted thing,
Which negligently kept thy ruin bring.
Lust-bred diseases rot thee; and dwell with thee
Itching desire, and no ability.
May all the evils that gold ever wrought; 
All mischief that all devils ever thought; 
Want after plenty, poor and gouty age,
The plagues of travellers, love, marriage
Afflict thee, and at thy life's last moment,
May thy swollen sins themselves to thee present.
But, I forgive; repent thee, honest man! 
Gold is restorative; restore it then:
But if from it thou be'st loth to depart,
Because 'tis cordial, would 'twere at thy heart.",Elegy
64,Charlotte Smith,Elegy,"'DARK gathering clouds involve the threatening skies,
The sea heaves conscious of the impending gloom,
Deep, hollow murmurs from the cliffs arise;
They come--the Spirits of the Tempest come!

'Oh! may such terrors mark the approaching night
As reign'd on that these streaming eyes deplore!
Flash, ye red fires of heaven, with fatal light,
And with conflicting winds ye waters roar!
'Loud and more loud, ye foaming billows, burst!
Ye warring elements, more fiercely rave!
Till the wide waves o'erwhelm the spot accurst
'Where ruthless Avarice finds a quiet grave!' '
Thus with clasp'd hands, wild looks, and streaming hair,
While shrieks of horror broke her trembling speech,
A wretched maid--the victim of despair,
Survey'd the threatening storm and desert beech.
Then to the tomb where now the father slept
Whose rugged nature bade her sorrows flow,
Frantic she turn'd--and beat her breast and wept,
Invoking vengeance on the dust below.
'Lo! rising there above each humbler heap,
Yon cypher'd stones his name and wealth relate,
Who gave his son--remorseless--to the deep,
While I, his living victim, curse my fate.
'Oh, my lost love! no tomb is placed for thee,
That may to strangers' eyes thy worth impart;
Thou hast no grave but in the stormy sea,
And no memorial but this breaking heart.
'Forth to the world, a widow'd wanderer driven,
I pour to winds and waves the unheeded tear,
Try with vain effort to submit to Heaven,
And fruitless call on him--'who cannot hear.'
'Oh! might I fondly clasp him once again,
While o'er my head the infuriate billows pour,
Forget in death this agonizing pain,
And feel his father's cruelty no more!
'Part, raging waters! part, and show beneath,
In your dread caves, his pale and mangled form;
Now, while the demons of despair and death
Ride on the blast, and urge the howling storm:

'Lo! by the lightning's momentary blaze,
I see him rise the whitening waves above,
No longer such as when in happier days
He gave the enchanted hours--to me and love.
'Such, as when daring the enchafed sea,
And courting dangerous toil, he often said
That every peril, one soft smile from me,
One sigh of speechless tenderness o'erpaid.
'But dead, disfigured, while between the roar
Of the loud waves his accents pierce mine ear,
And seem to say--Ah, wretch! delay no more,
But come, unhappy mourner--meet me here.
'Yet, powerful Fancy, bid the phantom stay,
Still let me hear him!--'Tis already past;
Along the waves his shadow glides away,
I lose his voice amid the deafening blast.
'Ah, wild delusion, born of frantic pain!
He hears not, comes not from his watery bed;
My tears, my anguish, my despair are vain,
The insatiate ocean gives not up its dead.
' 'Tis not his voice! Hark! the deep thunders roll;
Upheaves the ground; the rocky barriers fail;
Approach, ye horrors that delight my soul,
Despair, and Death, and Desolation, hail!'
The Ocean hears--The embodied waters come--
Rise o'er the land, and with resistless sweep
Tear from its base the proud aggressor's tomb,
And bear the injured to eternal sleep.",Elegy
65,John Donne,Elegy Xii,"COME Fates ; I fear you not ! All whom I owe
Are paid, but you ; then 'rest me ere I go.
But Chance from you all sovereignty hath got ;
Love woundeth none but those whom Death dares not ;
True if you were, and just in equity,
I should have vanquish'd her, as you did me ;
Else lovers should not brave Death's pains, and live ;
But 'tis a rule, “ Death comes not to relieve.”
Or, pale and wan Death's terrors, are they laid
So deep in lovers, they make Death afraid ?
Or—the least comfort—have I company ?
O'ercame she Fates, Love, Death, as well as me ?
Yes, Fates do silk unto her distaff pay,
For ransom, which tax they on us do lay.
Love gives her youth—which is the reason why
Youths, for her sake, some wither and some die.
Poor Death can nothing give ; yet, for her sake,
Still in her turn, he doth a lover take.
And if Death should prove false, she fears him not ;
Our Muses, to redeem her, she hath got.
That fatal night we last kiss'd, I thus pray'd,
—Or rather, thus despair'd, I should have said—
Kisses, and yet despair ! The forbid tree
Did promise (and deceive) no more than she.
Like lambs, that see their teats, and must eat hay,
A food, whose taste hath made me pine away.
Dives, when thou saw'st bliss, and craved'st to touch
A drop of water, thy great pains were such.
Here grief wants a fresh wit, for mine being spent,
And my sighs weary, groans are all my rent.
Unable longer to endure the pain,
They break like thunder, and do bring down rain.
Thus till dry tear solder my eye, I weep ;
And then, I dream, how you securely sleep,
And in your dreams do laugh at me. I hate,
And pray Love all may ; he pities my state,
But says, I therein no revenge shall find ;
The sun would shine, though all the world were blind.
Yet, to try my hate, Love show'd me your tear ;
And I had died, had not your smile been there.
Your frown undoes me ; your smile is my wealth ;
And as you please to look, I have my health.
Methought, Love pitying me, when he saw this,
Gave me your hands, the backs and palms to kiss.
That cured me not, but to bear pain gave strength ;
And what is lost in force, is took in length.
I call'd on Love again, who fear'd you so,
That his compassion still proved greater woe ;
For, then I dream'd I was in bed with you,
But durst not feel, for fear it should not be true.
This merits not your anger, had it been ;
The queen of chastity was naked seen ;
And in bed not to feel, the pain I took,
Was more than for Actæon not to look ;
And that breast which lay ope, I did not know,
But for the clearness, from a lump of snow ;
Nor that sweet teat which on the top it bore
From the rose-bud which for my sake you wore.
These griefs to issue forth, by verse I prove ;
Or turn their course by travel and new love.
All would not do ; the best at last I tried ;
Unable longer to hold out, I died.
And then I found I lost life, death by flying ;
Who hundreds live, are but so long in dying.
Charon did let me pass ; I'll him requite.
To mark the groves or shades wrongs my delight ;
I'll speak but of those ghosts I found alone,
Those thousand ghosts, whereof myself made one,
All images of thee ; I asked them why ?
The judge told me, all they for thee did die,
And therefore had for their Elysian bliss,
In one another their own loves to kiss.
O here I miss'd not blissh, but being dead ;
For lo ! I dreamt, I dreamt, and waking said,
“ Heaven, if who are in thee there must dwell,
How is't I now was there, and now I fell ?”",Elegy
66,Amelia Opie,"Love Elegy, To Laura","Too heedless friend, why thus augment the flame
That glows resistless in my beating breast?
Why with thy praises grace his fatal name,
Who robs thy Emma's hapless heart of rest?

Why needest thou dwell on Henry's graceful ease;
Why praise the timid worth his glance reveals;
Why speak enraptured of his power to please,
Whose power to wound my aching bosom feels?

Say not, ""That gentle voice was formed for love,""
Nor in his eyes such sweet expression see;
Say not, that tenderness those glances prove,
Which never fix with tenderness on me.

Too well my Henry's charms I've numbered o'er,
And thus to end the fond survey is mine:
His heart will own some brighter fair one's power;
Think not, lost Emma, he can e'er be thine.

Yet why despair? Though Beauty's boasted rose
On others' cheeks in livelier colours shine,
The tender heart that in my bosom glows
The palm of fondness will to none resign.

Though brighter radiance beams in others' eyes,
By shape, by colour formed the soul to steal;
If Love's expression Henry's heart can prize,
Then, Henry's heart the power of mine must feel.

Yet vain the hope: ""Fond maid, thy love suppress,""
Calm Reason cries; ""go, learn to check the sigh:
But, if resolved to love in rash excess,
Seek out some lonely shade, despair, and die!""

Then, Laura, bid to Henry's praise farewel!
Forget his merit, and my hopeless flame;
On the dear theme no more ill-judging dwell,
And from thy memory blot his fatal name.

But if I urge this plaintive prayer in vain,
Bid execrations on that name attend;
And him, my Laura, view with cold disdain,
Who sees unmoved the sorrows of thy friend.

Say, such the scorn, the pride of Henry's breast,
It cannot Love's endearing softness share,
Say, vice degrades....Hold! slight my wild request,
Nor by such calumny my fury dare.

No....from my frantic wishes still appeal,
Declare that Henry is from error free;
Or the keen hate for him I bade thee feel,
My wayward heart will learn to feel for thee.",Elegy
67,Mary Darby Robinson,Elegy To The Memory Of Werter,"""With female Fairies will thy tomb be haunted
""And worms will not come to thee."" SHAKSPERE. 


WHEN from Day's closing eye the lucid tears
Fall lightly on the bending lily's head;
When o'er the blushing sky night's curtains spread, 
And the tall mountain's summit scarce appears;
When languid Evening, sinking to repose,
Her filmy mantle o'er the landscape throws; 
Of THEE I'll sing; and as the mournful song 
Glides in slow numbers the dark woods among; 
My wand'ring steps shall seek the lonely shade, 
Where all thy virtues, all thy griefs are laid! 

Yes, hopeless suff'rer, friendless and forlorn,
Sweet victim of love's power; the silent tear
Shall oft at twilight's close, and glimm'ring morn
Gem the pale primrose that adorns thy bier, 
And as the balmy dew ascends to heaven, 
Thy crime shall steal away, thy frailty be forgiv'n. 

Oft by the moon's wan beam the love-lorn maid,
Led by soft SYMPATHY, shall stroll along;
Oft shall she listen in the Lime-tree's * shade,
Her cold blood freezing at the night-owl's song:
Or, when she hears the death-bell's solemn sound,
Her light steps echoing o'er the hollow ground;
Oft shall the trickling tear adorn her cheek,
Thy pow'r, O SENSIBILITY ! in magic charms to speak! 

For the poor PILGRIM, doom'd afar to roam
From the dear comforts of his native home,
A glitt'ring star puts forth a silv'ry ray,
Soothes his sad heart, and marks his tedious way;
The short-liv'd radiance cheers the gloom of night,
And decks Heaven's murky dome with transitory light. 

So from the mournful CHARLOTTE's dark-orb'd lids,
The sainted tear of pitying VIRTUE flows; 
And the last boon, the ""churlish priest"" forbids,
On thy lone grave the sacred drop bestows;
There shall the sparkling dews of Evening shine,
AND HEAVEN'S OWN INCENSE CONSECRATE THE SHRINE.",Elegy
68,Robert Burns,Poor Mailie's Elegy,"Lament in rhyme, lament in prose, 
Wi' saut tears tricklin down your nose; 
Our bardie's fate is at a close, 
Past a' remead! 
The last, sad cape-stane o' his woes; 
Poor Mailie's dead! 
 
It's no the loss o' warl's gear, 
That could sae bitter draw the tear, 
Or mak our bardie, dowie, wear 
The mourning weed: 
He's lost a friend an' neebor dear 
In Mailie dead. 
 
Thro' a' the town she trotted by him; 
A lang half-mile she could descry him; 
Wi kindly bleat, when she did spy him, 
She ran wi' speed: 
A friend mair faithfu' ne'er cam nigh him, 
Than Mailie dead. 
 
I wat she was a sheep o' sense, 
An' could behave hersel' wi' mense: 
I'll say't, she never brak a fence, 
Thro' thievish greed. 
Our bardie, lanely, keeps the spence 
Sin' Mailie's dead. 
 
Or, if he wanders up the howe, 
Her livin image in her yowe 
Comes bleating till him, owre the knowe, 
For bits o' bread; 
An' down the briny pearls rowe 
For Mailie dead. 
 
She was nae get o' moorland tips, 
Wi' tauted ket, an' hairy hips; 
For her forbears were brought in ships, 
Frae 'yont the Tweed. 
A bonier fleesh ne'er cross'd the clips 
Than Mailie's dead. 
 
Wae worth the man wha first did shape 
That vile, wanchancie thing - a raip! 
It maks guid fellows girn an' gape, 
Wi' chokin dread; 
An' Robin's bonnet wave wi' crape 
For Mailie dead. 
 
O, a' ye bards on bonie Doon! 
An' wha on Ayr your chanters tune! 
Come, join the melancholious croon 
O' Robin's reed! 
His heart will never get aboon - 
His Mailie's dead!",Elegy
69,Samuel Taylor Coleridge,"Elegy, Imitated From One Of Akenside's B..","Near the lone pile with ivy overspread,
Fast by the rivulet's sleep-persuading sound,
Where 'sleeps the moonlight' on yon verdant bed--
O humbly press that consecrated ground!

For there does Edmund rest, the learned swain!
And there his spirit most delights to rove:
Young Edmund! famed for each harmonious strain,
And the sore wounds of ill-requited love.

Like some tall tree that spreads its branches wide,
And loads the west wind with its soft perfume,
His manhood blossomed: till the faithless pride
Of fair Matilda sank him to the tomb.

But soon did righteous Heaven her guilt pursue!
Where'er with wildered step she wandered pale,
Still Edmund's image rose to blast her view,
Still Edmund's voice accused her in each gale.

With keen regret, and conscious guilt's alarms,
Amid the pomp of affluence she pined;
Nor all that lured her faith from Edmund's arms
Could lull the wakeful horror of her mind.

Go, Traveller! tell the tale with sorrow fraught:
Some tearful maid perchance, or blooming youth,
May hold it in remembrance; and be taught
That riches cannot pay for Love or Truth.",Elegy
70,John Dryden,On The Death Of Amyntas. A Pastoral Elegy,"'Twas on a joyless and a gloomy morn, 
Wet was the grass, and hung with pearls the thorn, 
When Damon, who designed to pass the day 
With hounds and horns, and chase the flying prey, 
Rose early from his bed; but soon he found 
The welkin pitched with sullen clouds around, 
An eastern wind, and dew upon the ground. 
Thus while he stood, and sighing did survey 
The fields, and curst the ill omens of the day, 
He saw Menalcas come with heavy pace: 
Wet were his eyes, and cheerless was his face: 
He wrung his hands, distracted with his care, 
And sent his voice before him from afar. 
“Return,” he cried, “return, unhappy swain, 
The spongy clouds are filled with gathering rain: 
The promise of the day not only crossed, 
But even the spring, the spring itself is lost. 
Amyntas—oh!”—he could not speak the rest, 
Nor needed, for presaging Damon guessed. 
Equal with heaven young Damon loved the boy, 
The boast of nature, both his parents' joy. 
His graceful form revolving in his mind; 
So great a genius, and a soul so kind, 
Gave sad assurance that his fears were true; 
Too well the envy of the gods he knew: 
For when their gifts too lavishly are placed, 
Soon they repent, and will not make them last. 
For sure it was too bountiful a dole, 
The mother's features, and the father's soul. 
Then thus he cried:—“The morn bespoke the news; 
The morning did her cheerful light diffuse; 
But see how suddenly she changed her face, 
And brought on clouds and rain, the day's disgrace; 
Just such, Amyntas, was thy promised race. 
What charms adorned thy youth, where nature smiled, 
And more than man was given us in a child! 
His infancy was ripe; a soul sublime 
In years so tender that prevented time: 
Heaven gave him all at once; then snatched away, 
Ere mortals all his beauties could survey; 
Just like the flower that buds and withers in a day.” 

MENALCAS.
The mother, lovely, though with grief opprest, 
Reclined his dying head upon her breast. 
The mournful family stood all around; 
One groan was heard, one universal sound: 
All were in floods of tears and endless sorrow drowned. 
So dire a sadness sat on every look, 
Even Death repented he had given the stroke. 
He grieved his fatal work had been ordained, 
But promised length of life to those who yet remained. 
The mother's and her eldest daughter's grace, 
It seems, had bribed him to prolong their space. 
The father bore it with undaunted soul, 
Like one who durst his destiny control; 
Yet with becoming grief he bore his part, 
Resigned his son, but not resigned his heart. 
Patient as Job; and may he live to see, 
Like him, a new increasing family! 

DAMON.
Such is my wish, and such my prophecy; 
For yet, my friend, the beauteous mould remains; 
Long may she exercise her fruitful pains! 
But, ah! with better hap, and bring a race 
More lasting, and endued with equal grace! 
Equal she may, but farther none can go; 
For he was all that was exact below. 

MENALCAS.
Damon, behold yon breaking purple cloud; 
Hear'st thou not hymns and songs divinely loud? 
There mounts Amyntas; the young cherubs play 
About their godlike mate, and sing him on his way. 
He cleaves the liquid air; behold, he flies, 
And every moment gains upon the skies. 
The new-come guest admires the ethereal state, 
The sapphire portal, and the golden gate; 
And now admitted in the shining throng, 
He shows the passport which he brought along. 
His passport is his innocence and grace, 
Well known to all the natives of the place. 
Now sing, ye joyful angels, and admire 
Your brother's voice that comes to mend your quire: 
Sing you, while endless tears our eyes bestow; 
For, like Amyntas, none is left below.",Elegy
71,James Thomson,An Elegy On Parting,"It was a sad, ay 'twas a sad farewell, 
I still afresh the pangs of parting feel; 
Against my breast my heart impatient beat, 
And in deep sighs bemoan'd its cruel fate; 
Thus with the object of my love to part, 
My life! my joy! 'twould rend a rocky heart. 
Where'er I turn myself, where'er I go, 
I meet the image of my lovely foe; 
With witching charms the phantom still appears, 
And with her wanton smiles insults my tears; 
Still haunts the places where we used to walk, 
And where with raptures oft I heard her talk: 
Those scenes I now with deepest sorrow view, 
And sighing bid to all delight adieu. 
While I my head upon this turf recline, 
Officious sun, in vain on me you shine; 
In vain unto the smiling fields I hie; 
In vain the flowery meads salute my eye; 
In vain the cheerful birds and shepherds sing, 
And with their carols make the valleys ring; 
Yea, all the pleasure that the country yield 
Can't me from sorrow for her absence shield; 
With divine pleasure books which one inspire, 
Yea, books themselves I do not now admire. 
But hark! methinks some pitying power I hear, 
This welcome message whisper in my ear: 
‘Forget thy groundless griefs, dejected swain, 
You and the nymph you love shall meet again; 
No more your muse shall sing such mournful lays, 
But bounteous heaven and your kind mistress praise.’",Elegy
72,Ben Jonson,An Elegy,"THOUGH beauty be the mark of praise, 
And yours of whom I sing be such 
As not the world can praise too much, 
Yet 'tis your Virtue now I raise. 

A virtue, like allay so gone 
Throughout your form as, though that move 
And draw and conquer all men's love, 
This subjects you to love of one. 

Wherein you triumph yet-because 
'Tis of your flesh, and that you use 
The noblest freedom, not to choose 
Against or faith or honour's laws. 

But who should less expect from you? 
In whom alone Love lives again: 
By whom he is restored to men, 
And kept and bred and brought up true. 

His falling temples you have rear'd, 
The wither'd garlands ta'en away; 
His altars kept from that decay 
That envy wish'd, and nature fear'd: 

And on them burn so chaste a flame, 
With so much loyalty's expense, 
As Love to acquit such excellence 
Is gone himself into your name. 

And you are he-the deity 
To whom all lovers are design'd 
That would their better objects find; 
Among which faithful troop am I- 

Who as an off'ring at your shrine 
Have sung this hymn, and here entreat 
One spark of your diviner heat 
To light upon a love of mine. 

Which if it kindle not, but scant 
Appear, and that to shortest view; 
Yet give me leave to adore in you 
What I in her am grieved to want!",Elegy
73,Percy Bysshe Shelley,Fragment Of The Elegy On The Death Of Bion,"From the Greek of Moschus.

Ye Dorian woods and waves, lament aloud,--
Augment your tide, O streams, with fruitless tears,
For the beloved Bion is no more.
Let every tender herb and plant and flower,
From each dejected bud and drooping bloom, 
Shed dews of liquid sorrow, and with breath
Of melancholy sweetness on the wind
Diffuse its languid love; let roses blush,
Anemones grow paler for the loss
Their dells have known; and thou, O hyacinth, 
Utter thy legend now--yet more, dumb flower,
Than 'Ah! alas!'--thine is no common grief--
Bion the [sweetest singer] is no more.",Elegy
