,Author,Poem,Form
21,Tibullus,"You take your pleasure by Etrurian streams,
    Save when the dog-star burns:
  Or bathe you where mysterious Baiae steams,
    When purple Spring returns.

  But dread Persephone assigns to me
    The hour of gloom and fears.
  O Queen of death! be innocence my plea!
    Pity my youthful tears!

  I never have profaned that sacred shrine
    Where none but women go,
  Nor in my cup cast hemlock, or poured wine
    Death-drugged for friend or foe.

  I have not burned a temple: nor to crime
    My fevered passions given:
  Nor with wild blasphemy at worship-time
    Insulted frowning Heaven.

  Not yet is my dark hair defaced with gray,
    Nor stoop nor staff have I;
  For I was born upon that fatal day
    That saw two consuls die.

  What profits it from tender vine to tear
    The growing grape? Or who
  Would pluck with naughty hand an apple fair,
    Before its season due?

  Have mercy! gods who keep the murky stream
    Of that third kingdom dark!
  On my far future let Elysium beam!
    Postpone me Charon's bark!—

  Till wrinkled age shall make my features pale,
    And to the listening boys
  The old man babbles his repeated tale
    Of vanished days and joys!

  I trust I fear too much this fever-heat
    Which two long weeks I have,
  While with Etrurian nymphs ye sweetly meet,
    And cleave the yielding wave.

  Live lucky, friends! live loyal unto me,
    Though life, though death be mine!
  Let herds all black dread Pluto's offering be
    With white milk and red wine!",Elegy
22,Tibullus,"Come radiant Bacchus! With the hallowed leaf
    Of grape and ivy be thy forehead crowned!
  For thou canst chase away or cure my grief—
    Let love in wine be drowned!

  Dear bearer of my cup, come, brim it o'er!
    Pour forth unstinted our Falernian wine!
  Care's cruel brood is gone; I toil no more,
    If Phoebus o'er me shine.

  Dear, jovial friends, let not a lip be dry!
    Drink as I drink, and every toast obey!
  And him who will not with my wine-cup vie,
    May some false lass betray!

  This god makes all men rich. He tames proud souls,
    And bids them by a woman's hand be chained;
  Armenian tigresses his power controls,
    And lions tawny-maned.

  That love-god is as strong; but I delight
    In Bacchus rather. Fill our cups once more!
  Just and benign is he, if mortal wight
    Him and his vines adore!

  But, O! he rages, if his gift ye spurn.
    Drink, if ye dare not a god's anger brave!
  How fierce his stroke, let temperate fellows learn
    Of Pentheus' gory grave.

  Away such fear! Rather may some fierce stroke
    On that false beauty fall!—O frightful prayer!
  O, I am mad! O may my curse be broke,
    And melt in misty air!

  For, O Neaera, though I am forgot,
    I ask all gods to bless thee, every one.
  Back to my cups I go. This wine has brought
    After long storms, the sun.

  Alas! How hard to masque dull grief in joy!
    A sad heart's jest—what bitter mockery!
  With vain deceit my laughing lips employ
    Loud mirth that is a lie.

  But why complain and moan? O wretched me!
    When will my lagging sorrows haste and go?
  Delightful Bacchus at his mystery
    Forbids these words of woe.

  Once, by the wave, lone Ariadne pale,
    Abandoned of false Theseus, weeping stood:—
  Our wise Catullus tells the doleful tale
    Of love's ingratitude.

  Take warning friends! How fortunate is he,
    Who learns of others' loss his own to shun!
  Trust not caressing arms and sighs, nor be
    By flatteries undone!

  Though by her own sweet eyes her oath she swear,
    By solemn Juno, or by Venus gay,
  At oaths of love Jove laughs, and bids the air
    Waft the light things away.

  It is but folly, then, to fume and fret,
    If one light lass that old deception wrought;
  O that I too might evermore forget
    To speak my heart's true thought!

  O that my long, long nights brought peace and thee!
    That nought but thee my waking eyes did fill!
  Thou wert most false and cruel, woe is me!
    False! But I love thee still.
  How well fresh water mixes with old wine!
    Bacchus loves water-nymphs. Bring water, boy!
  What care I where she sleeps? This night of mine
    Shall I in sighs employ?

  Make the cup strong, I tell you! Stronger there!
    Wine only! While the Syrian balm o'er-flows!
  Long would I revel with anointed hair,
    And wear this wreath of rose.
",Elegy
23,Tibullus,"No! ne'er shall rival lure me from thine arms!
    (In such sweet bond did our first sighs agree!)
  Save for thine own I see no woman's charms;
    No maid in all the world is fair but thee.

  Would that no eyes but mine could find thee fair!
    Displease those others! Save me this annoy!
  I ask not envy nor the people's stare:—
    Wisest is he who loves with silent joy.

  With thee in gloomy woods my life were gay,
    Where pathway ne'er was found for human feet,
  Thou art my balm of care, in dark my day,
    In wildest waste, society complete.

  If Heaven should send a goddess to my bed,
    All were in vain. My pulse would never rise.
  I swear thee this by Juno's holy head—
    Greatest to us of all who hold the skies.

  What madness this? I give away my case!
    Swear a fool's oath! Thy tears my safety won.
  Now wilt thou flirt, and tease me to my face—
    Such mischief has my babbling fully done.

  Now am I but thy slave: yet thine remain,
    My mistress' yoke I never shall undo.
  To Venus' altar let me drag my chain!
    She brands the proud, and smiles on lovers true.",Elegy
24,Ovid,"If tears for their dead sons, in deep despair,
    Mothers of Memnon and Achilles shed,
  If gods in mortal grief have any share,
    O Muse of tears! bow down thy mournful head!

  Tibullus, thy true minstrel and best fame,
    Mere lifeless clay, on tall-built pyre doth blaze;
  While Eros, with rent bow, extinguished flame,
    And quiver empty, his wild grief displays.

  Behold, he comes with trailing wing forlorn,
    And smites with desperate hands his bosom bare!
  Tears rain unheeded o'er his tresses turn,
    And many a trembling sob his soft lips bear.

  Thus for a brother Eros mourned of yore,
    Aeneas, in Iulus' regal hall;
  Not less do Venus' eyes this death deplore
    Than when she saw her slain Adonis fall.

  Yet poets are sacred! Simple souls have deemed
    That ranked with gods we sons of song may stand,
  See one and all by sullen Death blasphemed,
    And violated by his shadowy hand!

  Little avails it Orpheus that his sire
    Was more than man; for though his songs restrain
  The wolves of Ismara, his love-lorn lyre
    Wails in the wildwood gloom with anguish vain.

  Maeonides, from whose exhaustless well
    All bards since then some tribute stream derive,—
  Him, even him, th' Avernian shades camped;
    Only his songs his scattered dust survive

  Yet songs endure. Endures the Trojan fame,
    And how Penelope's wise nights were passed.
  So Nemesis and Delia have a name,—
    A poet's earliest passion and his last.

  Live piously! Build shrines! Revere the skies!
    Death, from the temple, thrusts thee to the tomb
  Or sing divinely! Lo, Tibullus dies!
    One scanty urn gives all his ashes room.

  Could not that laurelled head the flames restrain?
    How dared they that inspired breast explore?
  Rather they should have burned some golden fane
    Of gods,—of gods who this last insult bore!

  Yet 'tis my faith the Queen of Love the while,
    Whose altars crown the bright, voluptuous steep
  Of Eryx, at that sight did lose her smile;
    Oh! I believe sweet Venus deigned to weep!

  But he had feared worse deaths: for now he lies
    Not on Phaeacia's strand in grave unknown;
  His own dear mother closed his fading eyes,
    And brought her prayers to bless his votive stone.

  Thither drew near in mournful disarray
    His sister pale, her mother's grief to share:
  Thither no less, their rival tears to pay,
    His Nemesis and Delia, fond and fair.

  There Delia murmured, ""In such love as thine
    I was too happy; thou, supremely blest,""
  Rut Nemesis: ""Nay, nay! The loss is mine;
    By mine alone his dying hand was pressed.""

  If after death, we haply may retain
    More of true being than a name and shade,
  Tibullus now the bright Elysian plain
    Doth enter, and hears stir of welcome made.

  With ivy garlands on his fadeless brow,
    Catullus hails his peer in perfect rhyme;
  Comes Calvus, too; and slandered Gallus! thou,—
    Not guilty, save if wasted love be crime!

  Such comrades now attend thy happy shade,—
    If shade in truth to our frail flesh belong:
  Th' Elysian company is larger made
    By thee, Tibullus, skilled in noble song!

  May thy bones rest in peace! is my fond prayer:
    Safe and inviolate thine urn shall be.
  Be changeless peace on thy loved relies there!
    And light the hallowed earth that shelters thee!",Elegy
0,Kobayahsi Issa,"The wren
Earns his living
Noiselessly.",Haiku
1,Matsuo Bashō,"From time to time
The clouds give rest
To the moon-beholders.",Haiku
2,Yosa Buson,"Over-ripe sushi,
The Master
Is full of regret.",Haiku
3,Masaoaka Shiki,"Consider me
As one who loved poetry
And persimmons.",Haiku
4,Matsuo Bashō,"In the cicada's cry
No sign can foretell
How soon it must die.",Haiku
5,Yosa Buson,"Blowing from the west
Fallen leaves gather
In the east.",Haiku
6,Kobayashi Issa,"Winter seclusion -
Listening, that evening,
To the rain in the mountain.",Haiku
7,Kobayashi Issa,"Don’t weep, insects –
Lovers, stars themselves,
Must part.",Haiku
8,Masaoka Shiki,"My life, -
How much more of it remains?
The night is brief.",Haiku
9,Matsuo Bashō,"An old silent pond...
A frog jumps into the pond,
splash! Silence again.",Haiku
10,Kato Shuson,"I kill an ant
and realize my three children
have been watching.",Haiku
11,Natsume Soseki,"Over the wintry
forest, winds howl in rage
with no leaves to blow.",Haiku
12,Kobayashi Issa,"Sparrow's child
out of the way, out of the way!
the stallion's coming through",Haiku
13,Masaoka Shiki,"Toward those short trees
We saw a hawk descending
On a day in spring.",Haiku
14,Matsuo Bashō,"No one travels
Along this way but I,
This autumn evening.",Haiku
15,Matsuo Bashō,"In the twilight rain
these brilliant-hued hibiscus -
A lovely sunset",Haiku
16,Murakami Kijo,"First autumn morning
the mirror I stare into
shows my father's face.",Haiku
17,Natsume Soseki,"The lamp once out
Cool stars enter
The window frame.",Haiku
18,Roger Abe,"early spring
a tiny bird hops
from branch to branch",Haiku
19,Carol Steele,"one pale yellow
ranunculus blooms",Haiku
20,Alison Woolpert,"he shows up
with a pastry
glazed like warm sunshine",Haiku
21,Karina Young,"a three-legged dog romps
in the frothy waves",Haiku
22,Linda Papanicolaou,"the camera club
with their lenses trained
at the rising moon",Haiku
23,Dyana Basist,"in the haunted house
she turns the corner",Haiku
24,Mimi Ahern,"the weatherwoman
with her long hair and cleavage:
TYPHOON brewing",Haiku
25,Amy Ostenso-Kennedy,"pine needles whisked into
the shape of a heart",Haiku
26,Phillip Kennedy,"at the Apple Store
we both reach for
the same dongle",Haiku
27,ra,"she claimed an affair with
Douglas Fairbank’s stunt double",Haiku
28,ra,"I wonder
if the pills in the bottle
are enough",Haiku
29,cs,"dispatching when they searched
Wyntoon for Patty Hearst",Haiku
30,ky,"the strum of a guitar
long after dark
under a barefoot moon",Haiku
31,lp,"a jardinière filled
with mosquito larvae",Haiku
32,aw,"do we call ourselves
a democracy, a kleptocracy,
or a kakistocracy?",Haiku
33,cs,"more guns are the answer . . . no,
more guns are not the answer",Haiku
34,db,"so many blossoms
taken down
by the hard rain",Haiku
35,aok,"even the kitten
turns up her nose",Haiku
36,ra,"prepping the wash
she finds a pocket full
of periwinkles",Haiku
37,pk,"Sora follows Basho
on Facebook",Haiku
38,ky,"a passenger train
climbs the mountain
into a cloud",Haiku
39,lp,"the artist’s easel
on the precipice",Haiku
40,aw,"everyone wishes
they could drive one
of the Zambonis",Haiku
41,cs,"watching Shaun White
win his third gold medal",Haiku
42,ra,"a Denisovan man
might have looked like
the Great Khali",Haiku
43,ma,"tickets for Wagner, he says,
for marital harmony",Haiku
44,db,"folding the tarp
toward each other
they glance away",Haiku
45,aw,"the marriage counselor
suggests trading chores",Haiku
46,pk,"by moonlight
Gandalf utters “Mellon
(“friend” in Elvish)",Haiku
47,aok,"gossamers
on the window screen",Haiku
48,lp,"with a mighty leap
a silver salmon
clears the ladder",Haiku
49,ma,"sisters name their daughters
after each other",Haiku
50,lp,"the solemn chants
of white-cowled monks
at evensong",Haiku
51,cs,"our neighborhood coyote
slowly saunters down the street",Haiku
52,ra,"I will see you
tomorrow
cherry blossom",Haiku
53,ky,"up . . . over the playground fence
. . . soap bubbles",Haiku
54,Raquel D. Bailey,"ultrasound
the thump of a bee
against the window",Haiku
55,Michael Morell,"high summer
the slow drift
of a heron’s landing",Haiku
56,Michele L. Harvey,fireflies rearranging bedtime,Haiku
57,Paul Kulwatno,"downpour
alone together 
with our phones",Haiku
58,Jacquie Pearce,"dawn chorus
all the birds
he used to know",Haiku
59,Martha Magenta,"frosty night . . .
the horse’s breath 
melts a star",Haiku
60,Temple Cone,"barn owl’s cry:
the darkness
pierced with wounds",Haiku
61,Matthew Markworth,"it ends 
with a text 
april rain",Haiku
62,Roland Packer,"crack house
even the shadows 
have shadows",Haiku
63,Annette Makino,"to lead a life
of such purpose . . .
ants in a line",Haiku
64,Joe McKeon,"sun-bleached billboard
the gravel road ends
at peaches",Haiku
65,Brett Brady,"flute notes
fluttering
       petals",Haiku
66,Alan Summers,"the rill's trick
a greenfinch moves
its green around",Haiku
67,Ron C. Moss,"the first stroke
of the ink brush . . .
ravens in snow",Haiku
68,Jayne Miller,"evening prayer
the sediment
begins to settle",Haiku
69,Barry George,"a turnstile
going around by itself— 
winter rain",Haiku
70,Sam Bateman,"winter solitude
lost in the hum
of my computer",Haiku
71,Gary Hotham,"light
for their world
fireflies",Haiku
72,Michele Root-Bernstein,"gathering dusk
all the colored pencils
back in their cup",Haiku
73,Alison Woolpert,"the dogs
shake it loose
summer sea",Haiku
74,Tigz DePalma,watermelon flesh deep in summer,Haiku
75,Lew Watts,"trial separation
another inch of snow
on the gin bottles",Haiku
76,Corine Timmer,"summer holiday
walking the dogs
where they want to go",Haiku
77,Celia Stuart-Powles,window . . . to window . . . and back . . . the cat,Haiku
78,Francine Banwarth,"spindrift . . .
I go where
the story takes me",Haiku
79,Christina Sng,"drifting snowflakes
the police car’s ascent
up our driveway",Haiku
80,Roland Packer,"evening breeze
through the barnboards
final bid",Haiku
81,Robyn Hood Black,"wedding invitations
the press and release
of the nib",Haiku
82,Julie Warther,"paddling through stars
the wake of a boat
long passed",Haiku
83,Olivier Schopfer,"pride parade
from behind a cloud
the sun comes out",Haiku
0,Thomas Gray,"The Curfew tolls the knell of parting day,
The lowing herd wind slowly o'er the lea,
The plowman homeward plods his weary way,
And leaves the world to darkness and to me.

Now fades the glimmering landscape on the sight,
And all the air a solemn stillness holds,
Save where the beetle wheels his droning flight,
And drowsy tinklings lull the distant folds;

Save that from yonder ivy-mantled tow'r
The moping owl does to the moon complain
Of such as, wand'ring near her secret bow'r,
Molest her ancient solitary reign.

Beneath those rugged elms, that yew-tree's shade,
Where heaves the turf in many a mould'ring heap,
Each in his narrow cell for ever laid,
The rude Forefathers of the hamlet sleep.

The breezy call of incense-breathing Morn,
The swallow twitt'ring from the straw-built shed,
The cock's shrill clarion, or the echoing horn,
No more shall rouse them from their lowly bed.

For them no more the blazing hearth shall burn,
Or busy housewife ply her evening care:
No children run to lisp their sire's return,
Or climb his knees the envied kiss to share.

Oft did the harvest to their sickle yield,
Their furrow oft the stubborn glebe has broke:
How jocund did they drive their team afield!
How bow'd the woods beneath their sturdy stroke!

Let not Ambition mock their useful toil,
Their homely joys, and destiny obscure;
Nor Grandeur hear with a disdainful smile
The short and simple annals of the poor.

The boast of heraldry, the pomp of pow'r,
And all that beauty, all that wealth e'er gave,
Awaits alike th' inevitable hour:
The paths of glory lead but to the grave.

Nor you, ye Proud, impute to These the fault,
If Memory o'er their Tomb no Trophies raise,
Where through the long-drawn aisle and fretted vault
The pealing anthem swells the note of praise.

Can storied urn or animated bust
Back to its mansion call the fleeting breath?
Can Honour's voice provoke the silent dust,
Or Flatt'ry soothe the dull cold ear of death?

Perhaps in this neglected spot is laid
Some heart once pregnant with celestial fire;
Hands, that the rod of empire might have sway'd,
Or waked to ecstasy the living lyre.

But Knowledge to their eyes her ample page
Rich with the spoils of time did ne'er unroll;
Chill Penury repress'd their noble rage,
And froze the genial current of the soul.

Full many a gem of purest ray serene
The dark unfathom'd caves of ocean bear:
Full many a flower is born to blush unseen,
And waste its sweetness on the desert air.

Some village Hampden that with dauntless breast
The little tyrant of his fields withstood,
Some mute inglorious Milton here may rest,
Some Cromwell guiltless of his country's blood.

Th' applause of list'ning senates to command,
The threats of pain and ruin to despise,
To scatter plenty o'er a smiling land,
And read their history in a nation's eyes,

Their lot forbade: nor circumscribed alone
Their glowing virtues, but their crimes confined;
Forbade to wade through slaughter to a throne,
And shut the gates of mercy on mankind,

The struggling pangs of conscious truth to hide,
To quench the blushes of ingenuous shame,
Or heap the shrine of Luxury and Pride
With incense kindled at the Muse's flame.

Far from the madding crowd's ignoble strife,
Their sober wishes never learn'd to stray;
Along the cool sequester'd vale of life
They kept the noiseless tenor of their way.

Yet ev'n these bones from insult to protect
Some frail memorial still erected nigh,
With uncouth rhymes and shapeless sculpture deck'd,
Implores the passing tribute of a sigh.

Their name, their years, spelt by th' unletter'd muse,
The place of fame and elegy supply:
And many a holy text around she strews,
That teach the rustic moralist to die.

For who, to dumb Forgetfulness a prey,
This pleasing anxious being e'er resign'd,
Left the warm precincts of the cheerful day,
Nor cast one longing ling'ring look behind?

On some fond breast the parting soul relies,
Some pious drops the closing eye requires;
Ev'n from the tomb the voice of Nature cries,
Ev'n in our Ashes live their wonted Fires.

For thee, who, mindful of th' unhonour'd dead,
Dost in these lines their artless tale relate;
If chance, by lonely contemplation led,
Some kindred spirit shall inquire thy fate,

Haply some hoary-headed Swain may say,
'Oft have we seen him at the peep of dawn
Brushing with hasty steps the dews away
To meet the sun upon the upland lawn.

'There at the foot of yonder nodding beech
That wreathes its old fantastic roots so high,
His listless length at noontide would he stretch,
And pore upon the brook that babbles by.

'Hard by yon wood, now smiling as in scorn,
Mutt'ring his wayward fancies he would rove,
Now drooping, woeful wan, like one forlorn,
Or crazed with care, or cross'd in hopeless love.

'One morn I miss'd him on the custom'd hill,
Along the heath and near his fav'rite tree;
Another came; nor yet beside the rill,
Nor up the lawn, nor at the wood was he;

'The next with dirges due in sad array
Slow through the church-way path we saw him borne.
Approach and read (for thou canst read) the lay
Graved on the stone beneath yon aged thorn:'

THE EPITAPH

Here rests his head upon the lap of Earth
A Youth to Fortune and to Fame unknown.
Fair Science frown'd not on his humble birth,
And Melancholy mark'd him for her own.

Large was his bounty, and his soul sincere,
Heav'n did a recompense as largely send:
He gave to Mis'ry all he had, a tear,
He gain'd from Heav'n ('twas all he wish'd) a friend.

No farther seek his merits to disclose,
Or draw his frailties from their dread abode,
(There they alike in trembling hope repose,)
The bosom of his Father and his God.",Elegy
1,Dylan Thomas,"Too proud to die; broken and blind he died
The darkest way, and did not turn away,
A cold kind man brave in his narrow pride

On that darkest day, Oh, forever may
He lie lightly, at last, on the last, crossed
Hill, under the grass, in love, and there grow

Young among the long flocks, and never lie lost
Or still all the numberless days of his death, though
Above all he longed for his mother's breast

Which was rest and dust, and in the kind ground
The darkest justice of death, blind and unblessed.
Let him find no rest but be fathered and found,

I prayed in the crouching room, by his blind bed,
In the muted house, one minute before
Noon, and night, and light. the rivers of the dead

Veined his poor hand I held, and I saw
Through his unseeing eyes to the roots of the sea.
(An old tormented man three-quarters blind,

I am not too proud to cry that He and he
Will never never go out of my mind.
All his bones crying, and poor in all but pain,

Being innocent, he dreaded that he died
Hating his God, but what he was was plain:
An old kind man brave in his burning pride.

The sticks of the house were his; his books he owned.
Even as a baby he had never cried;
Nor did he now, save to his secret wound.

Out of his eyes I saw the last light glide.
Here among the liught of the lording sky
An old man is with me where I go

Walking in the meadows of his son's eye
On whom a world of ills came down like snow.
He cried as he died, fearing at last the spheres'

Last sound, the world going out without a breath:
Too proud to cry, too frail to check the tears,
And caught between two nights, blindness and death.

O deepest wound of all that he should die
On that darkest day. oh, he could hide
The tears out of his eyes, too proud to cry.

Until I die he will not leave my side.)",Elegy
2,Rainer Maria Rilke,"Who, if I cried out, would hear me among the angels'
hierarchies? and even if one of them suddenly
pressed me against his heart, I would perish
in the embrace of his stronger existence.
For beauty is nothing but the beginning of terror
which we are barely able to endure and are awed
because it serenely disdains to annihilate us.
Each single angel is terrifying.
And so I force myself, swallow and hold back
the surging call of my dark sobbing.
Oh, to whom can we turn for help?
Not angels, not humans;
and even the knowing animals are aware that we feel
little secure and at home in our interpreted world.
There remains perhaps some tree on a hillside
daily for us to see; yesterday's street remains for us
stayed, moved in with us and showed no signs of leaving.
Oh, and the night, the night, when the wind
full of cosmic space invades our frightened faces.
Whom would it not remain for -that longed-after,
gently disenchanting night, painfully there for the
solitary heart to achieve? Is it easier for lovers?
Don't you know yet ? Fling out of your arms the 
emptiness into the spaces we breath -perhaps the birds
will feel the expanded air in their more ferven flight.

Yes, the springtime were in need of you. Often a star
waited for you to espy it and sense its light.
A wave rolled toward you out of the distant past,
or as you walked below an open window,
a violin gave itself to your hearing.
All this was trust. But could you manage it?
Were you not always distraught by expectation,
as if all this were announcing the arrival
of a beloved?  (Where would you find a place
to hide her, with all your great strange thoughts 
coming and going and often staying for the night.)
When longing overcomes you, sing of women in love;
for their famous passion is far from immortal enough.
Those whom you almost envy, the abandoned and
desolate ones, whom you found so much more loving
than those gratified. Begin ever new again
the praise you cannot attain; remember:
the hero lives on and survives; even his downfall
was for him only a pretext for achieving
his final birth. But nature, exhausted, takes lovers
back into itself, as if such creative forces could never be
achieved a second time.
Have you thought of Gaspara Stampa sufficiently:

that any girl abandoned by her lover may feel
from that far intenser example of loving:
""Ah, might I become like her!"" Should not their oldest
sufferings finally become more fruitful for us?
Is it not time that lovingly we freed ourselves
from the beloved and, quivering, endured:
as the arrow endures the bow-string's tension,
and in this tense release becomes more than itself.
For staying is nowhere.

Voices, voices. Listen my heart, as only saints
have listened: until the gigantic call lifted them
clear off the ground. Yet they went on, impossibly,
kneeling, completely unawares: so intense was
their listening. Not that you could endure
the voice of God -far from it! But listen
to the voice of the wind and the ceaseless message
that forms itself out of silence. They sweep
toward you now from those who died young.
Whenever they entered a church in Rome or Naples,
did not their fate quietly speak to you as recently
as the tablet did in Santa Maria Formosa?
What do they want of me? to quietly remove
the appearance of suffered injustice that,
at times, hinders a little their spirits from
freely proceeding onward.

Of course, it is strange to inhabit the earth no longer,
to no longer use skills on had barely time to acquire;
not to observe roses and other things that promised
so much in terms of a human future, no longer
to be what one was in infinitely anxious hands;
to even discard one's own name as easily as a child
abandons a broken toy.
Strange, not to desire to continue wishing one's wishes.
Strange to notice all that was related, fluttering
so loosely in space. And being dead is hard work
and full of retrieving before one can gradually feel a
trace of eternity. -Yes, but the liviing make
the mistake of drawing too sharp a distinction.
Angels (they say) are often unable to distinguish
between moving among the living or the dead.
The eternal torrent whirls all ages along with it,
through both realms forever, and their voices are lost in
its thunderous roar.

In the end the early departed have no longer
need of us. One is gently weaned from things
of this world as a child outgrows the need
of its mother's breast. But we who have need 
of those great mysteries, we for whom grief is
so often the source of spiritual growth,
could we exist without them?
Is the legend vain that tells of music's beginning
in the midst of the mourning for Linos?
the daring first sounds of song piercing
the barren numbness, and how in that stunned space
an almost godlike youth suddenly left forever,
and the emptiness felt for the first time
those harmonious vibrations which now enrapture
and comfort and help us.


Translated by Albert Ernest Flemming",Elegy
3,Theodore Roethke,"(My student, thrown by a horse)

I remember the neckcurls, limp and damp as tendrils; 
And her quick look, a sidelong pickerel smile; 
And how, once started into talk, the light syllables leaped for her. 
And she balanced in the delight of her thought, 
A wren, happy, tail into the wind, 
Her song trembling the twigs and small branches. 
The shade sang with her; 
The leaves, their whispers turned to kissing, 
And the mould sang in the bleached valleys under the rose. 

Oh, when she was sad, she cast herself down into such a pure depth, 
Even a father could not find her: 
Scraping her cheek against straw, 
Stirring the clearest water. 
My sparrow, you are not here, 
Waiting like a fern, making a spiney shadow. 
The sides of wet stones cannot console me, 
Nor the moss, wound with the last light. 

If only I could nudge you from this sleep, 
My maimed darling, my skittery pigeon. 
Over this damp grave I speak the words of my love: 
I, with no rights in this matter, 
Neither father nor lover.",Elegy
4,Wilfred Owen,"Hush, thrush! Hush, missen-thrush, I listen...
I heard the flush of footsteps through the loose leaves,
And a low whistle by the water's brim.

Still! Daffodil! Nay, hail me not so gaily,-
Your gay gold lily daunts me and deceives,
Who follow gleams more golden and more slim.

Look, brook! O run and look, O run!
The vain reeds shook? - Yet search till gray sea heaves,
And I will stray among these fields for him.

Gaze, daisy! Stare through haze and glare,
And mark the hazardous stars all dawns and eves,
For my eye withers, and his star wanes dim.


2

Close, rose, and droop, heliotrope,
And shudder, hope! The shattering winter blows.
Drop, heliotrope, and close, rose...

Mourn, corn, and sigh, rye.
Men garner you, but youth's head lies forlorn.
Sigh, rye, and mourn, corn...

Brood, wood, and muse, yews,
The ways gods use we have not understood.
Muse, yews, and brood, wood...",Elegy
5,Rainer Maria Rilke,"That some day, emerging at last from the terrifying vision
I may burst into jubilant praise to assenting angels!
That of the clear-struck keys of the heart not one may fail
to sound because of a loose, doubtful or broken string!
That my streaming countenance may make me more resplendent
That my humble weeping change into blossoms.
Oh, how will you then, nights of suffering, be remembered
with love. Why did I not kneel more fervently, disconsolate
sisters, more bendingly kneel to receive you, more loosely
surrender myself to your loosened hair? We, squanderers of
gazing beyond them to judge the end of their duration.
They are only our winter's foliage, our sombre evergreen,
one of the seasons of our interior year, -not only season,
but place, settlement, camp, soil and dwelling.

How woeful, strange, are the alleys of the City of Pain,
where in the false silence created from too much noise,
a thing cast out from the mold of emptiness
swaggers that gilded hubbub, the bursting memorial.
Oh, how completely an angel would stamp out their market
of solace, bounded by the church, bought ready for use:
as clean, disappointing and closed as a post office on Sunday.
Farther out, though, there are always the rippling edges
of the fair. Seasaws of freedom! High-divers and jugglers of zeal!
And the shooting-gallery's targets of bedizened happiness:
targets tumbling in tinny contortions whenever some better
marksman happens to hit one. From cheers to chance he goes
staggering on, as booths that can please the most curious tastes
are drumming and bawling. For adults ony there is something
special to see: how money multiplies. Anatomy made amusing!
Money's organs on view! Nothing concealed! Instructive,
and guaranteed to increase fertility!...

                                                            Oh, and then outside,
behind the farthest billboard, pasted with posters for 'Deathless,'
that bitter beer tasting quite sweet to drinkers,
if they chew fresh diversions with it..
Behind the billboard, just in back of it, life is real.
Children play, and lovers hold each other, -aside,
earnestly, in the trampled grass, and dogs respond to nature.
The youth continues onward; perhaps he is in love with
a young Lament....he follows her into the meadows.
She says: the way is long. We live out there....
                                                        Where? And the youth
follows. He is touched by her gentle bearing. The shoulders,
the neck, -perhaps she is of noble ancestry? 
Yet he leaves her, turns around, looks back and waves...
What could come of it? She is a Lament.

Only those who died young, in their first state of
timeless serenity, while they are being weaned,
follow her lovingly. She waits for girls
and befriends them. Gently she shows them
what she is wearing. Pearls of grief
and the fine-spun veils of patience.-
With youths she walks in silence.

But there, where they live, in the valley,
an elderly Lament responds to the youth as he asks:-
We were once, she says, a great race, we Laments.
Our fathers worked the mines up there in the mountains;
sometimes among men you will find a piece of polished
primeval pain, or a petrified slag from an ancient volcano.
Yes, that came from there. Once we were rich.-

And she leads him gently through the vast landscape
of Lamentation, shows him the columns of temples,
the ruins of strongholds from which long ago
the princes of Lament wisely governed the country.
Shows him the tall trees of tears,
the fields of flowering sadness,
(the living know them only as softest foliage);
show him the beasts of mourning, grazing-
and sometimes a startled bird, flying straight through
their field of vision, far away traces the image of its
solitary cry.-
At evening she leads him to the graves of elders
of the race of Lamentation, the sybils and prophets.
With night approaching, they move more softly,
and soon there looms ahead, bathed in moonlight,
the sepulcher, that all-guarding ancient stone,
Twin-brother to that on the Nile, the lofty Sphinx-:
the silent chamber's countenance.
They marvel at the regal head that has, forever silent,
laid the features of manking upon the scales of the stars.
His sight, still blinded by his early death,
cannot grasp it. But the Sphinx's gaze
frightens an owl from the rim of the double-crown.
The bird, with slow down-strokes, brushes
along the cheek, that with the roundest curve, 
and faintly inscribes on the new death-born hearing,
as though on the double page of an opened book,
the indescribable outline.

And higher up, the stars. New ones. Stars
of the land of pain. Slowly she names them:
""There, look: the Rider ,the Staff,and that 
crowded constellation they call the the Garland of Fruit.
Then farther up toward the Pole:
Cradle, Way, the Burning Book, Doll, Window.
And in the Southern sky, pure as lines
on the palm of a blessed hand, the clear sparkling M,
standing for Mothers.....""

Yet the dead  youth must go on alone.
In silence the elder Lament brings him
as far as the gorge where it shimmers in the moonlight:
The Foutainhead of Joy. With reverance she names it,
saying: ""In the world of mankind it is a life-bearing stream.""

They reach the foothills of the mountain,
and there she embraces him, weeping.

Alone, he climbs the mountains of primeval pain.
Not even his footsteps ring from this soundless fate.

But were these timeless dead to awaken an image for us,
see, they might be pointing to th catkins, hanging
from the leafless hazels, or else they might mean
the rain that falls upon the dark earth in early Spring.

And we, who always think
of happiness as rising feel the emotion
that almost overwhelms us
whenever a happy thing falls.


Translated by Albert Ernest Flemming",Elegy
